X, Y
3170, 6343;
16534, 33071;
22464, 44931;
29274, 58551;
20470, 40943;
1497, 2997;
13119, 26241;
19529, 39061;
12835, 25673;
28575, 57153;
9281, 18565;
20617, 41237;
933, 1869;
5498, 10999;
26657, 53317;
1449, 2901;
21851, 43705;
13769, 27541;
3281, 6565;
1584, 3171;
10335, 20673;
14813, 29629;
29809, 59621;
12801, 25605;
16924, 33851;
17754, 35511;
14112, 28227;
27837, 55677;
29387, 58777;
21728, 43459;
22290, 44583;
1946, 3895;
2606, 5215;
12267, 24537;
1458, 2919;
22419, 44841;
20081, 40165;
12792, 25587;
8746, 17495;
26543, 53089;
24958, 49919;
12010, 24023;
2130, 4263;
8327, 16657;
28240, 56483;
379, 761;
10661, 21325;
2306, 4615;
11450, 22903;
15382, 30767;
7850, 15703;
1124, 2251;
11400, 22803;
25365, 50733;
16817, 33637;
12679, 25361;
18358, 36719;
1238, 2479;
21164, 42331;
20327, 40657;
1248, 2499;
25188, 50379;
3392, 6787;
19173, 38349;
2250, 4503;
27811, 55625;
25884, 51771;
22980, 45963;
8001, 16005;
27483, 54969;
23690, 47383;
18168, 36339;
21105, 42213;
425, 853;
10563, 21129;
21536, 43075;
27193, 54389;
12499, 25001;
7048, 14099;
21585, 43173;
25068, 50139;
26922, 53847;
1598, 3199;
25621, 51245;
17785, 35573;
8757, 17517;
20602, 41207;
25267, 50537;
21917, 43837;
15883, 31769;
18285, 36573;
4273, 8549;
15447, 30897;
15361, 30725;
10849, 21701;
616, 1235;
26013, 52029;
2389, 4781;
7957, 15917;
2503, 5009;
20557, 41117;
10314, 20631;
8070, 16143;
21162, 42327;
27494, 54991;
21670, 43343;
24767, 49537;
2348, 4699;
21368, 42739;
12088, 24179;
7153, 14309;
25163, 50329;
1113, 2229;
11981, 23965;
28102, 56207;
25931, 51865;
21274, 42551;
596, 1195;
16371, 32745;
2062, 4127;
17465, 34933;
10289, 20581;
28941, 57885;
15778, 31559;
4632, 9267;
5888, 11779;
11933, 23869;
11579, 23161;
638, 1279;
16731, 33465;
13686, 27375;
16691, 33385;
4989, 9981;
29453, 58909;
27718, 55439;
10063, 20129;
404, 811;
26791, 53585;
3180, 6363;
9796, 19595;
13557, 27117;
28962, 57927;
19721, 39445;
27770, 55543;
1897, 3797;
21191, 42385;
17498, 34999;
15375, 30753;
22867, 45737;
540, 1083;
29509, 59021;
6175, 12353;
20467, 40937;
9024, 18051;
12081, 24165;
22339, 44681;
8972, 17947;
15529, 31061;
24091, 48185;
16215, 32433;
22935, 45873;
25835, 51673;
14566, 29135;
3713, 7429;
16057, 32117;
27115, 54233;
2035, 4073;
5486, 10975;
8947, 17897;
21109, 42221;
3570, 7143;
18143, 36289;
15769, 31541;
2523, 5049;
5368, 10739;
24677, 49357;
17029, 34061;
28383, 56769;
20945, 41893;
4200, 8403;
12, 27;
18899, 37801;
4503, 9009;
15726, 31455;
6449, 12901;
28159, 56321;
25987, 51977;
21146, 42295;
12313, 24629;
2627, 5257;
16644, 33291;
13683, 27369;
5311, 10625;
27902, 55807;
15886, 31775;
18664, 37331;
19433, 38869;
16174, 32351;
1669, 3341;
8592, 17187;
603, 1209;
1448, 2899;
19194, 38391;
20278, 40559;
16458, 32919;
8362, 16727;
7653, 15309;
24468, 48939;
28947, 57897;
28895, 57793;
27860, 55723;
2351, 4705;
4909, 9821;
11107, 22217;
1554, 3111;
22148, 44299;
9308, 18619;
6967, 13937;
1659, 3321;
6322, 12647;
7720, 15443;
28952, 57907;
9087, 18177;
19224, 38451;
5774, 11551;
12635, 25273;
23958, 47919;
18032, 36067;
22773, 45549;
14620, 29243;
5299, 10601;
1084, 2171;
2916, 5835;
7831, 15665;
11564, 23131;
8783, 17569;
13297, 26597;
28886, 57775;
22008, 44019;
16272, 32547;
12925, 25853;
6797, 13597;
28682, 57367;
5627, 11257;
670, 1343;
27714, 55431;
2733, 5469;
184, 371;
23005, 46013;
4528, 9059;
23889, 47781;
1680, 3363;
242, 487;
318, 639;
5557, 11117;
28621, 57245;
12396, 24795;
24012, 48027;
13349, 26701;
20769, 41541;
10181, 20365;
12798, 25599;
25622, 51247;
10746, 21495;
6262, 12527;
20092, 40187;
8751, 17505;
5940, 11883;
13175, 26353;
18856, 37715;
28507, 57017;
2528, 5059;
2601, 5205;
433, 869;
14876, 29755;
23364, 46731;
25159, 50321;
28856, 57715;
29218, 58439;
25122, 50247;
1562, 3127;
3122, 6247;
1260, 2523;
27966, 55935;
25837, 51677;
13198, 26399;
27598, 55199;
18202, 36407;
6081, 12165;
29207, 58417;
25187, 50377;
9988, 19979;
7746, 15495;
6171, 12345;
16133, 32269;
13138, 26279;
26617, 53237;
28493, 56989;
7084, 14171;
957, 1917;
2194, 4391;
3688, 7379;
24627, 49257;
1756, 3515;
24449, 48901;
4117, 8237;
11697, 23397;
17986, 35975;
27153, 54309;
12559, 25121;
5126, 10255;
5563, 11129;
22909, 45821;
6533, 13069;
17844, 35691;
4547, 9097;
15219, 30441;
21952, 43907;
15857, 31717;
10375, 20753;
26101, 52205;
16901, 33805;
3322, 6647;
1264, 2531;
18002, 36007;
28093, 56189;
16041, 32085;
29901, 59805;
7253, 14509;
14803, 29609;
3914, 7831;
1664, 3331;
140, 283;
13918, 27839;
25259, 50521;
1949, 3901;
2235, 4473;
896, 1795;
12658, 25319;
17150, 34303;
178, 359;
14733, 29469;
24755, 49513;
16186, 32375;
26733, 53469;
7280, 14563;
14274, 28551;
11559, 23121;
28314, 56631;
7755, 15513;
26694, 53391;
8093, 16189;
6256, 12515;
46, 95;
23695, 47393;
28797, 57597;
19934, 39871;
18730, 37463;
16426, 32855;
450, 903;
15346, 30695;
15062, 30127;
386, 775;
29431, 58865;
8780, 17563;
19665, 39333;
29928, 59859;
21018, 42039;
5329, 10661;
28089, 56181;
12294, 24591;
12671, 25345;
1444, 2891;
10876, 21755;
5969, 11941;
16679, 33361;
11090, 22183;
19389, 38781;
19438, 38879;
27762, 55527;
5964, 11931;
25209, 50421;
2806, 5615;
27619, 55241;
4251, 8505;
2026, 4055;
2205, 4413;
9252, 18507;
1743, 3489;
21675, 43353;
25775, 51553;
282, 567;
12600, 25203;
21278, 42559;
20363, 40729;
25945, 51893;
11865, 23733;
28939, 57881;
22805, 45613;
13579, 27161;
14234, 28471;
13449, 26901;
6167, 12337;
26061, 52125;
15677, 31357;
14370, 28743;
15111, 30225;
12811, 25625;
2403, 4809;
12850, 25703;
479, 961;
28845, 57693;
29296, 58595;
2960, 5923;
2601, 5205;
226, 455;
5084, 10171;
18800, 37603;
8537, 17077;
8988, 17979;
26379, 52761;
20104, 40211;
4448, 8899;
25436, 50875;
19088, 38179;
14194, 28391;
7038, 14079;
895, 1793;
26829, 53661;
22098, 44199;
5464, 10931;
15864, 31731;
23982, 47967;
4536, 9075;
23626, 47255;
10225, 20453;
25751, 51505;
10952, 21907;
4862, 9727;
23661, 47325;
8858, 17719;
11928, 23859;
23870, 47743;
20192, 40387;
24814, 49631;
5849, 11701;
3590, 7183;
1568, 3139;
19356, 38715;
23994, 47991;
1710, 3423;
28525, 57053;
2172, 4347;
2313, 4629;
28518, 57039;
25264, 50531;
14944, 29891;
28827, 57657;
24627, 49257;
15360, 30723;
17551, 35105;
17391, 34785;
29657, 59317;
11882, 23767;
25205, 50413;
4878, 9759;
29513, 59029;
13298, 26599;
26520, 53043;
24245, 48493;
10846, 21695;
16085, 32173;
15310, 30623;
29622, 59247;
26034, 52071;
4113, 8229;
26542, 53087;
5532, 11067;
694, 1391;
22311, 44625;
17732, 35467;
15502, 31007;
17922, 35847;
2544, 5091;
10505, 21013;
27254, 54511;
27625, 55253;
19662, 39327;
5905, 11813;
23394, 46791;
10065, 20133;
12884, 25771;
22663, 45329;
5418, 10839;
705, 1413;
1721, 3445;
1367, 2737;
6739, 13481;
22460, 44923;
14808, 29619;
22058, 44119;
17459, 34921;
20558, 41119;
3019, 6041;
21143, 42289;
2134, 4271;
9956, 19915;
12618, 25239;
12183, 24369;
11553, 23109;
6241, 12485;
895, 1793;
29242, 58487;
12725, 25453;
15469, 30941;
15420, 30843;
10905, 21813;
27926, 55855;
14352, 28707;
11839, 23681;
23308, 46619;
10381, 20765;
2385, 4773;
21172, 42347;
24477, 48957;
14666, 29335;
5176, 10355;
20475, 40953;
27068, 54139;
23886, 47775;
2122, 4247;
23980, 47963;
25652, 51307;
24456, 48915;
6134, 12271;
10712, 21427;
21341, 42685;
18238, 36479;
12411, 24825;
9106, 18215;
1427, 2857;
5807, 11617;
17197, 34397;
20142, 40287;
10216, 20435;
23799, 47601;
8136, 16275;
1225, 2453;
4886, 9775;
7986, 15975;
18692, 37387;
18314, 36631;
25784, 51571;
23780, 47563;
570, 1143;
2086, 4175;
14521, 29045;
13209, 26421;
15973, 31949;
2090, 4183;
5900, 11803;
26056, 52115;
1948, 3899;
14197, 28397;
27037, 54077;
18685, 37373;
22655, 45313;
13187, 26377;
3720, 7443;
24375, 48753;
5664, 11331;
19442, 38887;
23178, 46359;
8079, 16161;
15173, 30349;
12350, 24703;
8116, 16235;
12827, 25657;
13499, 27001;
10960, 21923;
3175, 6353;
8978, 17959;
22509, 45021;
3383, 6769;
332, 667;
20785, 41573;
10165, 20333;
12725, 25453;
26307, 52617;
7005, 14013;
23409, 46821;
13821, 27645;
895, 1793;
4489, 8981;
23642, 47287;
21307, 42617;
25167, 50337;
11482, 22967;
11537, 23077;
549, 1101;
14464, 28931;
21257, 42517;
28539, 57081;
880, 1763;
17250, 34503;
10506, 21015;
1951, 3905;
21431, 42865;
472, 947;
955, 1913;
17389, 34781;
29783, 59569;
25716, 51435;
12030, 24063;
25074, 50151;
10190, 20383;
14018, 28039;
12858, 25719;
10505, 21013;
8806, 17615;
4259, 8521;
7135, 14273;
2436, 4875;
7932, 15867;
24077, 48157;
4697, 9397;
4395, 8793;
12550, 25103;
28209, 56421;
19303, 38609;
29907, 59817;
677, 1357;
27054, 54111;
1100, 2203;
22579, 45161;
5911, 11825;
980, 1963;
10342, 20687;
18420, 36843;
6303, 12609;
12107, 24217;
19757, 39517;
6663, 13329;
7017, 14037;
3365, 6733;
3390, 6783;
10299, 20601;
29656, 59315;
12273, 24549;
200, 403;
6415, 12833;
8515, 17033;
321, 645;
29799, 59601;
10948, 21899;
15536, 31075;
1374, 2751;
28160, 56323;
13495, 26993;
17631, 35265;
20779, 41561;
956, 1915;
21230, 42463;
27531, 55065;
7800, 15603;
2088, 4179;
28657, 57317;
18412, 36827;
22616, 45235;
9963, 19929;
8411, 16825;
4736, 9475;
11749, 23501;
7850, 15703;
1968, 3939;
19979, 39961;
7266, 14535;
7193, 14389;
12273, 24549;
477, 957;
20592, 41187;
4515, 9033;
6510, 13023;
26963, 53929;
10117, 20237;
780, 1563;
25948, 51899;
15520, 31043;
26011, 52025;
2325, 4653;
22951, 45905;
413, 829;
29477, 58957;
7600, 15203;
11914, 23831;
15615, 31233;
14151, 28305;
23908, 47819;
23132, 46267;
19193, 38389;
25158, 50319;
16867, 33737;
20397, 40797;
2273, 4549;
15422, 30847;
12586, 25175;
24977, 49957;
11847, 23697;
19475, 38953;
19929, 39861;
16956, 33915;
5731, 11465;
27305, 54613;
3475, 6953;
20431, 40865;
10654, 21311;
5720, 11443;
3752, 7507;
9074, 18151;
85, 173;
6810, 13623;
28913, 57829;
5795, 11593;
8921, 17845;
24583, 49169;
13820, 27643;
13005, 26013;
2746, 5495;
852, 1707;
27753, 55509;
16157, 32317;
18757, 37517;
15287, 30577;
10900, 21803;
24721, 49445;
539, 1081;
1982, 3967;
7285, 14573;
82, 167;
21028, 42059;
1264, 2531;
10436, 20875;
27715, 55433;
10740, 21483;
13571, 27145;
29024, 58051;
26074, 52151;
1325, 2653;
1184, 2371;
13041, 26085;
4911, 9825;
7509, 15021;
965, 1933;
18380, 36763;
1618, 3239;
6410, 12823;
18361, 36725;
21016, 42035;
20194, 40391;
10051, 20105;
2709, 5421;
20783, 41569;
18907, 37817;
24536, 49075;
11665, 23333;
9799, 19601;
9136, 18275;
3397, 6797;
8653, 17309;
19538, 39079;
16538, 33079;
17323, 34649;
10353, 20709;
18211, 36425;
2559, 5121;
26903, 53809;
18918, 37839;
3537, 7077;
2358, 4719;
4871, 9745;
19783, 39569;
29792, 59587;
9914, 19831;
23850, 47703;
17426, 34855;
22686, 45375;
18269, 36541;
7528, 15059;
2292, 4587;
5708, 11419;
13807, 27617;
6434, 12871;
1204, 2411;
1662, 3327;
10815, 21633;
8123, 16249;
9406, 18815;
3653, 7309;
11569, 23141;
11863, 23729;
2723, 5449;
138, 279;
785, 1573;
226, 455;
1982, 3967;
22333, 44669;
4135, 8273;
13397, 26797;
10170, 20343;
1968, 3939;
27532, 55067;
24116, 48235;
28467, 56937;
269, 541;
5180, 10363;
15707, 31417;
9051, 18105;
19759, 39521;
1851, 3705;
26619, 53241;
1534, 3071;
15072, 30147;
24349, 48701;
6880, 13763;
14039, 28081;
23326, 46655;
5105, 10213;
3573, 7149;
12836, 25675;
20435, 40873;
21821, 43645;
29193, 58389;
1544, 3091;
19685, 39373;
11360, 22723;
1699, 3401;
16768, 33539;
7004, 14011;
804, 1611;
8244, 16491;
12520, 25043;
22467, 44937;
17027, 34057;
26045, 52093;
3406, 6815;
28624, 57251;
21980, 43963;
28529, 57061;
8758, 17519;
9031, 18065;
19493, 38989;
9420, 18843;
23232, 46467;
3099, 6201;
1427, 2857;
6916, 13835;
5592, 11187;
29142, 58287;
16024, 32051;
9102, 18207;
2733, 5469;
27708, 55419;
14332, 28667;
9188, 18379;
20836, 41675;
6443, 12889;
9519, 19041;
6790, 13583;
25613, 51229;
27078, 54159;
21726, 43455;
14, 31;
11222, 22447;
19155, 38313;
18372, 36747;
7337, 14677;
28286, 56575;
11360, 22723;
10691, 21385;
22771, 45545;
12301, 24605;
11437, 22877;
24883, 49769;
29666, 59335;
23747, 47497;
27206, 54415;
10362, 20727;
15382, 30767;
20302, 40607;
16752, 33507;
26076, 52155;
19855, 39713;
1856, 3715;
918, 1839;
13717, 27437;
17263, 34529;
9151, 18305;
8484, 16971;
23077, 46157;
14081, 28165;
334, 671;
11460, 22923;
1772, 3547;
12283, 24569;
17133, 34269;
423, 849;
14582, 29167;
27136, 54275;
2173, 4349;
2871, 5745;
4632, 9267;
4969, 9941;
8263, 16529;
3882, 7767;
27196, 54395;
26949, 53901;
25885, 51773;
18857, 37717;
2809, 5621;
21662, 43327;
2673, 5349;
5298, 10599;
18791, 37585;
27903, 55809;
9412, 18827;
7867, 15737;
29233, 58469;
1074, 2151;
642, 1287;
29848, 59699;
15339, 30681;
8014, 16031;
11964, 23931;
25246, 50495;
13222, 26447;
242, 487;
1173, 2349;
28937, 57877;
22466, 44935;
10443, 20889;
18882, 37767;
2667, 5337;
21764, 43531;
27740, 55483;
10828, 21659;
17542, 35087;
6632, 13267;
3326, 6655;
1672, 3347;
12940, 25883;
13369, 26741;
28453, 56909;
10040, 20083;
2661, 5325;
11486, 22975;
22246, 44495;
1059, 2121;
7009, 14021;
22007, 44017;
19894, 39791;
13987, 27977;
542, 1087;
16169, 32341;
5493, 10989;
26286, 52575;
7580, 15163;
17461, 34925;
19627, 39257;
25399, 50801;
25023, 50049;
27088, 54179;
10257, 20517;
1445, 2893;
4309, 8621;
1919, 3841;
25939, 51881;
27012, 54027;
6793, 13589;
9953, 19909;
23316, 46635;
19578, 39159;
16695, 33393;
28513, 57029;
18994, 37991;
10877, 21757;
5457, 10917;
22508, 45019;
21580, 43163;
27204, 54411;
16385, 32773;
3344, 6691;
15234, 30471;
11771, 23545;
24847, 49697;
23686, 47375;
20348, 40699;
7227, 14457;
1030, 2063;
26049, 52101;
11182, 22367;
13625, 27253;
28818, 57639;
14535, 29073;
10970, 21943;
2110, 4223;
23085, 46173;
22336, 44675;
13270, 26543;
23895, 47793;
13050, 26103;
19404, 38811;
17295, 34593;
10061, 20125;
9713, 19429;
19354, 38711;
22606, 45215;
20951, 41905;
1805, 3613;
5687, 11377;
8762, 17527;
16399, 32801;
29154, 58311;
1955, 3913;
7455, 14913;
3875, 7753;
15779, 31561;
4266, 8535;
573, 1149;
29005, 58013;
20515, 41033;
2417, 4837;
27268, 54539;
13573, 27149;
3658, 7319;
4688, 9379;
26670, 53343;
19573, 39149;
2794, 5591;
431, 865;
16749, 33501;
26925, 53853;
931, 1865;
18260, 36523;
10872, 21747;
24, 51;
9476, 18955;
7180, 14363;
16384, 32771;
18862, 37727;
23026, 46055;
14183, 28369;
29111, 58225;
4716, 9435;
10830, 21663;
1193, 2389;
227, 457;
28545, 57093;
27858, 55719;
23614, 47231;
11087, 22177;
11211, 22425;
20540, 41083;
25710, 51423;
2484, 4971;
257, 517;
2687, 5377;
18450, 36903;
2838, 5679;
28978, 57959;
26198, 52399;
12726, 25455;
11169, 22341;
21614, 43231;
22090, 44183;
23583, 47169;
26582, 53167;
28355, 56713;
5814, 11631;
686, 1375;
23504, 47011;
8811, 17625;
7481, 14965;
3877, 7757;
26572, 53147;
4675, 9353;
347, 697;
23514, 47031;
2232, 4467;
18559, 37121;
8804, 17611;
17386, 34775;
2043, 4089;
13724, 27451;
26265, 52533;
28640, 57283;
15814, 31631;
7063, 14129;
23944, 47891;
12214, 24431;
12953, 25909;
14685, 29373;
17335, 34673;
8682, 17367;
17401, 34805;
19074, 38151;
18616, 37235;
20693, 41389;
18353, 36709;
12085, 24173;
26448, 52899;
14905, 29813;
14918, 29839;
20596, 41195;
2264, 4531;
29977, 59957;
7552, 15107;
5244, 10491;
690, 1383;
27085, 54173;
8229, 16461;
596, 1195;
26144, 52291;
20565, 41133;
29448, 58899;
7338, 14679;
2434, 4871;
26862, 53727;
28482, 56967;
27438, 54879;
5279, 10561;
8931, 17865;
29120, 58243;
3038, 6079;
3670, 7343;
9638, 19279;
4094, 8191;
23249, 46501;
19637, 39277;
28703, 57409;
2577, 5157;
8536, 17075;
5913, 11829;
580, 1163;
7659, 15321;
11314, 22631;
13207, 26417;
17642, 35287;
8155, 16313;
4607, 9217;
25499, 51001;
9178, 18359;
1827, 3657;
15863, 31729;
5071, 10145;
3624, 7251;
1774, 3551;
4828, 9659;
17215, 34433;
20672, 41347;
15025, 30053;
14893, 29789;
26042, 52087;
2578, 5159;
20370, 40743;
29597, 59197;
17787, 35577;
24336, 48675;
18742, 37487;
916, 1835;
10249, 20501;
2213, 4429;
25343, 50689;
18707, 37417;
14939, 29881;
13096, 26195;
2070, 4143;
29197, 58397;
2112, 4227;
24128, 48259;
28645, 57293;
10164, 20331;
766, 1535;
20011, 40025;
26105, 52213;
16706, 33415;
23353, 46709;
3594, 7191;
9958, 19919;
28186, 56375;
12823, 25649;
27775, 55553;
28827, 57657;
14078, 28159;
26018, 52039;
9850, 19703;
18199, 36401;
8066, 16135;
1854, 3711;
13392, 26787;
23851, 47705;
1681, 3365;
29819, 59641;
27918, 55839;
1362, 2727;
20046, 40095;
1068, 2139;
29708, 59419;
736, 1475;
17006, 34015;
17817, 35637;
9413, 18829;
679, 1361;
5764, 11531;
13139, 26281;
28901, 57805;
25759, 51521;
2764, 5531;
16422, 32847;
25764, 51531;
13558, 27119;
10316, 20635;
2132, 4267;
17747, 35497;
5510, 11023;
29704, 59411;
2031, 4065;
2308, 4619;
18263, 36529;
25206, 50415;
23158, 46319;
20367, 40737;
28005, 56013;
7985, 15973;
8148, 16299;
29698, 59399;
27811, 55625;
1985, 3973;
4198, 8399;
12313, 24629;
3391, 6785;
8635, 17273;
2364, 4731;
31, 65;
16680, 33363;
17237, 34477;
26081, 52165;
22579, 45161;
13262, 26527;
2045, 4093;
6750, 13503;
10910, 21823;
1833, 3669;
24410, 48823;
3132, 6267;
10339, 20681;
25084, 50171;
26547, 53097;
26873, 53749;
28696, 57395;
13147, 26297;
13151, 26305;
6876, 13755;
7925, 15853;
20331, 40665;
637, 1277;
27612, 55227;
763, 1529;
18793, 37589;
17637, 35277;
20415, 40833;
5750, 11503;
12013, 24029;
814, 1631;
6527, 13057;
23542, 47087;
2160, 4323;
14097, 28197;
8177, 16357;
5179, 10361;
17164, 34331;
2621, 5245;
5544, 11091;
1903, 3809;
26500, 53003;
21805, 43613;
6168, 12339;
9944, 19891;
17028, 34059;
27751, 55505;
14839, 29681;
27085, 54173;
25130, 50263;
11559, 23121;
3305, 6613;
21673, 43349;
3268, 6539;
10507, 21017;
28251, 56505;
22574, 45151;
5340, 10683;
14864, 29731;
7087, 14177;
6733, 13469;
11890, 23783;
4797, 9597;
20890, 41783;
10227, 20457;
10632, 21267;
7838, 15679;
1435, 2873;
1013, 2029;
13796, 27595;
18164, 36331;
12750, 25503;
1567, 3137;
5137, 10277;
28587, 57177;
6703, 13409;
5593, 11189;
22439, 44881;
16524, 33051;
21730, 43463;
23804, 47611;
7884, 15771;
3764, 7531;
5090, 10183;
26324, 52651;
25339, 50681;
1301, 2605;
4377, 8757;
390, 783;
18180, 36363;
5211, 10425;
27776, 55555;
29379, 58761;
1620, 3243;
8514, 17031;
13703, 27409;
22461, 44925;
26999, 54001;
19174, 38351;
9143, 18289;
7962, 15927;
25563, 51129;
22410, 44823;
17046, 34095;
19287, 38577;
16087, 32177;
14525, 29053;
5323, 10649;
3727, 7457;
187, 377;
1674, 3351;
29314, 58631;
16204, 32411;
10314, 20631;
15088, 30179;
10002, 20007;
3997, 7997;
17301, 34605;
16786, 33575;
4573, 9149;
14953, 29909;
19434, 38871;
12206, 24415;
20088, 40179;
6914, 13831;
25885, 51773;
14419, 28841;
10253, 20509;
25341, 50685;
325, 653;
12495, 24993;
23549, 47101;
25154, 50311;
22651, 45305;
14695, 29393;
28617, 57237;
5471, 10945;
3550, 7103;
24140, 48283;
7730, 15463;
28194, 56391;
9691, 19385;
17610, 35223;
8095, 16193;
2662, 5327;
12715, 25433;
14529, 29061;
20928, 41859;
19757, 39517;
21532, 43067;
11865, 23733;
625, 1253;
3567, 7137;
917, 1837;
3058, 6119;
25057, 50117;
21042, 42087;
11604, 23211;
20570, 41143;
24563, 49129;
17755, 35513;
7675, 15353;
26947, 53897;
948, 1899;
25284, 50571;
21323, 42649;
19956, 39915;
13615, 27233;
1550, 3103;
6959, 13921;
12862, 25727;
24749, 49501;
21945, 43893;
9212, 18427;
26034, 52071;
15617, 31237;
15345, 30693;
25079, 50161;
13073, 26149;
13107, 26217;
25003, 50009;
28184, 56371;
21508, 43019;
18587, 37177;
24561, 49125;
16909, 33821;
19725, 39453;
23297, 46597;
7034, 14071;
82, 167;
17854, 35711;
26626, 53255;
2382, 4767;
24736, 49475;
12585, 25173;
25525, 51053;
1224, 2451;
18387, 36777;
23191, 46385;
25231, 50465;
19981, 39965;
29905, 59813;
10877, 21757;
6788, 13579;
10876, 21755;
24792, 49587;
14251, 28505;
2623, 5249;
21910, 43823;
21558, 43119;
919, 1841;
2436, 4875;
21312, 42627;
7951, 15905;
10746, 21495;
7716, 15435;
8983, 17969;
20315, 40633;
15081, 30165;
545, 1093;
15875, 31753;
2094, 4191;
22759, 45521;
7938, 15879;
4623, 9249;
24124, 48251;
26984, 53971;
6585, 13173;
28792, 57587;
23964, 47931;
2233, 4469;
7090, 14183;
8707, 17417;
7372, 14747;
24815, 49633;
7679, 15361;
5524, 11051;
246, 495;
27934, 55871;
28595, 57193;
23805, 47613;
6001, 12005;
1947, 3897;
1627, 3257;
27668, 55339;
10379, 20761;
2979, 5961;
4308, 8619;
19976, 39955;
26502, 53007;
16749, 33501;
13192, 26387;
17653, 35309;
25568, 51139;
11837, 23677;
14267, 28537;
1973, 3949;
8152, 16307;
5866, 11735;
11317, 22637;
4602, 9207;
28717, 57437;
26051, 52105;
22625, 45253;
15001, 30005;
2345, 4693;
4990, 9983;
20838, 41679;
1065, 2133;
23774, 47551;
7281, 14565;
27283, 54569;
23501, 47005;
11952, 23907;
22021, 44045;
1280, 2563;
14926, 29855;
19, 41;
14439, 28881;
626, 1255;
23405, 46813;
14998, 29999;
28800, 57603;
24448, 48899;
2631, 5265;
15137, 30277;
20008, 40019;
14580, 29163;
27417, 54837;
8826, 17655;
25238, 50479;
16500, 33003;
6518, 13039;
3854, 7711;
25371, 50745;
25698, 51399;
21623, 43249;
9199, 18401;
9233, 18469;
12032, 24067;
10082, 20167;
281, 565;
16398, 32799;
8408, 16819;
24495, 48993;
4345, 8693;
16221, 32445;
2651, 5305;
4119, 8241;
20272, 40547;
21422, 42847;
10440, 20883;
18925, 37853;
27796, 55595;
1756, 3515;
2639, 5281;
177, 357;
29815, 59633;
9488, 18979;
2119, 4241;
19427, 38857;
22317, 44637;
6484, 12971;
4029, 8061;
1509, 3021;
2200, 4403;
22059, 44121;
24445, 48893;
12356, 24715;
19238, 38479;
6287, 12577;
17686, 35375;
29800, 59603;
11822, 23647;
13915, 27833;
5962, 11927;
1306, 2615;
10582, 21167;
6075, 12153;
3811, 7625;
918, 1839;
29544, 59091;
25824, 51651;
3484, 6971;
7217, 14437;
5511, 11025;
15352, 30707;
19518, 39039;
8140, 16283;
10861, 21725;
861, 1725;
13322, 26647;
15802, 31607;
8950, 17903;
11276, 22555;
26455, 52913;
28414, 56831;
13282, 26567;
810, 1623;
15740, 31483;
4777, 9557;
20694, 41391;
6882, 13767;
13808, 27619;
9315, 18633;
22693, 45389;
16834, 33671;
9904, 19811;
16711, 33425;
22222, 44447;
25095, 50193;
10721, 21445;
28404, 56811;
2326, 4655;
22373, 44749;
3767, 7537;
22752, 45507;
16759, 33521;
11308, 22619;
20885, 41773;
704, 1411;
11144, 22291;
7543, 15089;
24438, 48879;
22598, 45199;
24287, 48577;
12198, 24399;
10379, 20761;
29019, 58041;
23780, 47563;
26383, 52769;
17957, 35917;
17485, 34973;
1496, 2995;
961, 1925;
14294, 28591;
13434, 26871;
10503, 21009;
2217, 4437;
1699, 3401;
20045, 40093;
27753, 55509;
17705, 35413;
1693, 3389;
28760, 57523;
13647, 27297;
1397, 2797;
24033, 48069;
2723, 5449;
28780, 57563;
27791, 55585;
23196, 46395;
26692, 53387;
1314, 2631;
3014, 6031;
22146, 44295;
14128, 28259;
22511, 45025;
23819, 47641;
18593, 37189;
16977, 33957;
22615, 45233;
9140, 18283;
5442, 10887;
4569, 9141;
964, 1931;
9380, 18763;
5392, 10787;
26069, 52141;
1706, 3415;
5498, 10999;
6012, 12027;
16133, 32269;
12592, 25187;
3081, 6165;
25695, 51393;
27115, 54233;
4621, 9245;
521, 1045;
225, 453;
16418, 32839;
5743, 11489;
16651, 33305;
15259, 30521;
5105, 10213;
19794, 39591;
19123, 38249;
17400, 34803;
1264, 2531;
20270, 40543;
4385, 8773;
20705, 41413;
26122, 52247;
14786, 29575;
5040, 10083;
6809, 13621;
19444, 38891;
6416, 12835;
13283, 26569;
11237, 22477;
15773, 31549;
25001, 50005;
22172, 44347;
20081, 40165;
13590, 27183;
24618, 49239;
9615, 19233;
5743, 11489;
468, 939;
16903, 33809;
1271, 2545;
20865, 41733;
3076, 6155;
7047, 14097;
4487, 8977;
23769, 47541;
25118, 50239;
3856, 7715;
15012, 30027;
9886, 19775;
17597, 35197;
1141, 2285;
19665, 39333;
24210, 48423;
9390, 18783;
18605, 37213;
107, 217;
6643, 13289;
18247, 36497;
23798, 47599;
24726, 49455;
28319, 56641;
1274, 2551;
7929, 15861;
7799, 15601;
18811, 37625;
22058, 44119;
10336, 20675;
9380, 18763;
1044, 2091;
8764, 17531;
9925, 19853;
2472, 4947;
2135, 4273;
1266, 2535;
23485, 46973;
27116, 54235;
15007, 30017;
2244, 4491;
24085, 48173;
8194, 16391;
20798, 41599;
16048, 32099;
91, 185;
13572, 27147;
8958, 17919;
2660, 5323;
160, 323;
5965, 11933;
11031, 22065;
23673, 47349;
25981, 51965;
2213, 4429;
25476, 50955;
18707, 37417;
11348, 22699;
