X, Y, Z
21, 7744, 24118;
56, 1727, 11457;
31, 19670, 60936;
98, 9417, 47463;
11, 29992, 90222;
74, 2616, 18804;
36, 28112, 86932;
23, 20235, 61767;
18, 110, 982;
64, 2178, 14730;
21, 24557, 74557;
34, 4486, 15774;
94, 21512, 82212;
38, 12869, 41499;
25, 15884, 48906;
11, 27421, 82509;
24, 23263, 70945;
84, 26299, 93013;
27, 26177, 79993;
32, 22404, 69264;
9, 850, 2716;
10, 17459, 52581;
14, 3668, 11400;
7, 1988, 6066;
41, 15283, 49215;
42, 2194, 10114;
28, 10306, 32490;
18, 27324, 82624;
9, 16072, 48382;
38, 16844, 53424;
63, 5819, 25399;
45, 1435, 8359;
2, 12363, 37101;
35, 20079, 62691;
80, 12707, 50925;
36, 7271, 24409;
68, 2411, 16485;
92, 11801, 52335;
43, 6801, 24105;
18, 10873, 33271;
80, 21833, 78303;
21, 8701, 26989;
71, 24914, 84828;
32, 11006, 35070;
54, 15739, 53053;
32, 7522, 24618;
4, 823, 2505;
27, 12664, 39454;
71, 26253, 88845;
87, 1571, 19855;
0, 1106, 3322;
61, 21051, 70599;
89, 7291, 37719;
27, 17712, 54598;
2, 14862, 44598;
89, 23280, 85686;
78, 20280, 73012;
67, 9995, 38967;
20, 12196, 37392;
10, 23317, 70155;
77, 24362, 84948;
36, 3149, 12043;
64, 9367, 36297;
88, 1867, 21093;
45, 14764, 48346;
26, 27167, 82857;
82, 15465, 59847;
95, 11207, 51675;
99, 17803, 73015;
41, 6849, 23913;
44, 18515, 59421;
18, 4338, 13666;
8, 8073, 24351;
62, 2262, 14478;
84, 27585, 96871;
89, 22474, 83268;
49, 9949, 34653;
45, 27093, 85333;
98, 4307, 32133;
28, 18542, 57198;
49, 22960, 73686;
58, 27306, 88650;
52, 11485, 39867;
90, 12245, 52939;
15, 417, 1705;
69, 21523, 74095;
64, 21736, 73404;
3, 6215, 18667;
30, 12355, 38869;
32, 8500, 27552;
46, 8751, 30489;
6, 20963, 62965;
30, 2970, 10714;
73, 9540, 39282;
7, 26275, 78927;
75, 19223, 68923;
78, 27298, 94066;
6, 3085, 9331;
14, 12648, 38340;
30, 14635, 45709;
80, 16840, 63324;
99, 10864, 52198;
31, 9046, 29064;
38, 4279, 15729;
95, 24430, 91344;
91, 7903, 40275;
31, 4984, 16878;
92, 20008, 76956;
46, 827, 6717;
83, 16864, 64374;
94, 912, 20412;
93, 3648, 28246;
42, 1161, 7015;
70, 26257, 88575;
14, 25745, 77631;
63, 354, 9004;
23, 27397, 83253;
35, 27422, 84720;
53, 11044, 38754;
89, 28170, 100356;
43, 2531, 11295;
34, 6477, 21747;
70, 13347, 49845;
46, 9571, 32949;
34, 19543, 60945;
52, 22259, 72189;
40, 1009, 6231;
10, 28591, 85977;
45, 13165, 43549;
37, 9851, 32295;
37, 5344, 18774;
41, 27346, 85404;
36, 22114, 68938;
93, 566, 19000;
45, 6106, 22372;
15, 727, 2635;
12, 21816, 65740;
37, 18118, 57096;
1, 11449, 34353;
34, 1114, 5658;
1, 23142, 69432;
70, 4035, 21909;
28, 3295, 11457;
87, 8493, 40621;
16, 550, 2166;
41, 3094, 12648;
73, 17630, 63552;
9, 27827, 83647;
30, 20710, 63934;
10, 17552, 52860;
31, 18688, 57990;
43, 19064, 60894;
51, 7144, 26638;
24, 29076, 88384;
4, 22977, 68967;
55, 27606, 88872;
1, 27041, 81129;
14, 11161, 33879;
55, 14416, 49302;
82, 10369, 44559;
7, 17485, 52557;
33, 27561, 84865;
58, 11026, 39810;
49, 9981, 34749;
10, 7065, 21399;
0, 23524, 70576;
77, 21023, 74931;
31, 21795, 67311;
47, 296, 5310;
39, 718, 5200;
32, 19395, 60237;
68, 12447, 46593;
18, 13583, 41401;
76, 2188, 18120;
21, 10494, 32368;
88, 24437, 88803;
61, 601, 9249;
77, 11643, 46791;
32, 12805, 40467;
38, 6263, 21681;
35, 27524, 85026;
96, 23210, 88066;
16, 1422, 4782;
38, 23504, 73404;
2, 9986, 29970;
2, 19531, 58605;
13, 18248, 55086;
71, 1613, 14925;
25, 27577, 83985;
29, 28022, 85752;
33, 16497, 51673;
30, 29647, 90745;
74, 3459, 21333;
21, 19925, 60661;
6, 781, 2419;
89, 5099, 31143;
58, 27054, 87894;
78, 29225, 99847;
99, 15974, 67528;
88, 281, 16335;
76, 9085, 38811;
21, 29892, 90562;
14, 17623, 53265;
91, 18744, 72798;
86, 12453, 52155;
27, 221, 2125;
7, 5167, 15603;
94, 26456, 97044;
76, 13778, 52890;
98, 23807, 90633;
4, 20548, 61680;
44, 16415, 53121;
54, 13088, 45100;
79, 26538, 92100;
39, 19614, 61888;
1, 4181, 12549;
58, 161, 7215;
16, 2993, 9495;
12, 28920, 87052;
88, 27287, 97353;
20, 6877, 21435;
75, 9930, 41044;
0, 28098, 84298;
6, 4056, 12244;
8, 16206, 48750;
50, 2577, 12735;
55, 16546, 55692;
49, 6107, 23127;
24, 22752, 69412;
73, 5237, 26373;
3, 2286, 6880;
1, 27067, 81207;
56, 15479, 52713;
92, 16218, 65586;
86, 11315, 48741;
86, 1124, 18168;
8, 13673, 41151;
26, 8949, 28203;
76, 19122, 68922;
52, 5911, 23145;
81, 25087, 88387;
6, 27875, 83701;
95, 989, 21021;
74, 27113, 92295;
24, 24568, 74860;
26, 26066, 79554;
85, 2782, 22800;
8, 5700, 17232;
69, 18694, 65608;
67, 20998, 71976;
29, 2833, 10185;
10, 3941, 12027;
49, 2591, 12579;
51, 8662, 31192;
70, 23685, 80859;
18, 1452, 5008;
53, 18926, 62400;
11, 29228, 87930;
67, 2175, 15507;
29, 22800, 70086;
33, 16751, 52435;
45, 23817, 75505;
30, 7671, 24817;
74, 2184, 17508;
57, 3159, 15979;
10, 6654, 20166;
69, 22041, 75649;
50, 22627, 72885;
4, 27545, 82671;
97, 28340, 103842;
95, 2245, 24789;
91, 3312, 26502;
12, 5922, 18058;
23, 28518, 86616;
88, 28944, 102324;
53, 23575, 76347;
23, 27214, 82704;
89, 3937, 27657;
85, 16832, 64950;
84, 23519, 84673;
34, 24688, 76380;
38, 395, 4077;
45, 2516, 11602;
95, 37, 18165;
24, 24911, 75889;
2, 26841, 80535;
71, 26873, 90705;
86, 29468, 103200;
67, 23971, 80895;
51, 22743, 73435;
49, 5142, 20232;
18, 15815, 48097;
91, 15260, 62346;
68, 9763, 38541;
70, 10690, 41874;
88, 16512, 65028;
38, 4955, 17757;
49, 1779, 10143;
1, 22216, 66654;
65, 1605, 13269;
14, 15223, 46065;
13, 907, 3063;
21, 19114, 58228;
89, 10022, 45912;
22, 9594, 29754;
20, 14023, 42873;
83, 1771, 19095;
27, 7400, 23662;
57, 2657, 14473;
5, 24216, 72702;
87, 15747, 62383;
71, 3941, 21909;
65, 26400, 87654;
61, 15486, 53904;
59, 8575, 32691;
17, 4889, 15249;
42, 18715, 59677;
61, 17939, 61263;
45, 12127, 40435;
15, 422, 1720;
64, 27310, 90126;
1, 9600, 28806;
61, 26534, 87048;
50, 27714, 88146;
29, 8102, 25992;
4, 2565, 7731;
33, 6285, 21037;
46, 84, 4488;
4, 4549, 13683;
36, 18550, 58246;
40, 641, 5127;
65, 25562, 85140;
59, 19778, 66300;
28, 19385, 59727;
52, 19616, 64260;
12, 1014, 3334;
78, 7495, 34657;
49, 21833, 70305;
32, 18752, 58308;
90, 29340, 104224;
5, 14450, 43404;
57, 3509, 17029;
23, 2664, 9054;
95, 7958, 41928;
30, 15700, 48904;
20, 25889, 78471;
15, 18004, 54466;
31, 24192, 74502;
13, 2501, 7845;
9, 17348, 52210;
90, 3062, 25390;
60, 17484, 59656;
35, 8526, 28032;
70, 2665, 17799;
48, 18287, 59473;
47, 19135, 61827;
48, 1485, 9067;
64, 25327, 84177;
75, 5786, 28612;
32, 19315, 59997;
45, 2004, 10066;
76, 24777, 85887;
89, 28034, 99948;
97, 18387, 73983;
42, 2363, 10621;
84, 29054, 101278;
46, 2791, 12609;
39, 418, 4300;
0, 20170, 60514;
83, 7465, 36177;
4, 15550, 46686;
54, 25460, 82216;
4, 11455, 34401;
13, 5882, 17988;
45, 29869, 93661;
0, 14642, 43930;
74, 846, 13494;
48, 7604, 27424;
45, 11411, 38287;
13, 14491, 43815;
3, 2844, 8554;
77, 11309, 45789;
17, 6909, 21309;
93, 22974, 86224;
92, 29123, 104301;
56, 1185, 9831;
1, 14258, 42780;
77, 2641, 19785;
45, 18001, 58057;
40, 19231, 60897;
2, 4137, 12423;
10, 28701, 86307;
35, 13769, 43761;
96, 4650, 32386;
5, 27661, 83037;
94, 7583, 40425;
51, 6048, 23350;
69, 24346, 82564;
38, 16832, 53388;
67, 15976, 56910;
24, 19009, 58183;
41, 8361, 28449;
82, 1445, 17787;
45, 13742, 45280;
69, 24458, 82900;
93, 13478, 57736;
18, 2196, 7240;
76, 19450, 69906;
32, 6477, 21483;
28, 18549, 57219;
29, 18554, 57348;
19, 14248, 43470;
92, 13776, 58260;
46, 2445, 11571;
54, 14519, 49393;
35, 58, 2628;
96, 3149, 27883;
70, 9720, 38964;
96, 1918, 24190;
90, 28869, 102811;
61, 1091, 10719;
8, 7383, 22281;
40, 12664, 41196;
69, 1890, 15196;
97, 7139, 40239;
68, 24284, 82104;
58, 4705, 20847;
2, 7038, 21126;
90, 24755, 90469;
53, 16077, 53853;
49, 28010, 88836;
74, 6283, 29805;
35, 24558, 76128;
59, 12808, 45390;
34, 26565, 82011;
9, 28556, 85834;
68, 2322, 16218;
66, 24825, 83191;
89, 4700, 29946;
33, 1453, 6541;
16, 8081, 24759;
92, 1958, 22806;
32, 20043, 62181;
22, 12777, 39303;
38, 1873, 8511;
46, 9764, 33528;
14, 353, 1455;
25, 5522, 17820;
90, 24877, 90835;
40, 287, 4065;
61, 6819, 27903;
28, 17613, 54411;
87, 577, 16873;
97, 29270, 106632;
28, 26313, 80511;
40, 16147, 51645;
36, 1329, 6583;
20, 2332, 7800;
38, 13503, 43401;
23, 14257, 43833;
48, 3251, 14365;
30, 1448, 6148;
13, 18981, 57285;
58, 11848, 42276;
36, 8208, 27220;
93, 25478, 93736;
13, 10191, 30915;
72, 22350, 77422;
49, 8600, 30606;
14, 22068, 66600;
26, 7750, 24606;
30, 21643, 66733;
91, 299, 17463;
56, 15750, 53526;
1, 12869, 38613;
81, 15773, 60445;
91, 18400, 71766;
91, 3122, 25932;
56, 20797, 68667;
83, 837, 16293;
2, 8354, 25074;
14, 15749, 47643;
37, 21969, 68649;
38, 25048, 78036;
0, 22669, 68011;
82, 9692, 42528;
27, 23643, 72391;
75, 17886, 64912;
9, 20870, 62776;
56, 4908, 21000;
84, 26469, 93523;
4, 10358, 31110;
96, 992, 21412;
35, 15738, 49668;
52, 21553, 70071;
66, 24033, 80815;
11, 23272, 70062;
79, 1891, 18159;
85, 7986, 38412;
49, 29490, 93276;
80, 24922, 87570;
75, 3734, 22456;
46, 864, 6828;
43, 26324, 82674;
40, 15850, 50754;
89, 3157, 25317;
64, 10408, 39420;
0, 12548, 37648;
46, 2700, 12336;
80, 1528, 17388;
60, 17546, 59842;
81, 7251, 34879;
76, 15084, 56808;
85, 19818, 73908;
50, 12921, 43767;
60, 28198, 91798;
22, 29959, 90849;
91, 20906, 79284;
7, 2366, 7200;
6, 24373, 73195;
57, 24975, 81427;
5, 16202, 48660;
53, 2405, 12837;
78, 25615, 89017;
86, 28283, 99645;
60, 28916, 93952;
70, 18383, 64953;
95, 17812, 71490;
65, 8373, 33573;
6, 12256, 36844;
68, 29230, 96942;
97, 2426, 26100;
46, 16538, 53850;
1, 17503, 52515;
43, 11644, 38634;
64, 10953, 41055;
27, 22142, 67888;
5, 22100, 66354;
70, 9653, 38763;
40, 8799, 29601;
15, 501, 1957;
26, 7605, 24171;
86, 14216, 57444;
76, 16237, 60267;
5, 24651, 74007;
0, 25358, 76078;
46, 29914, 93978;
79, 20471, 73899;
63, 25885, 85597;
32, 20478, 63486;
62, 1042, 10818;
86, 6488, 34260;
35, 10942, 35280;
6, 4025, 12151;
79, 3726, 23664;
91, 8379, 41703;
58, 13507, 47253;
78, 16260, 60952;
85, 8509, 39981;
23, 17315, 53007;
80, 16823, 63273;
41, 12092, 39642;
65, 1284, 12306;
62, 8293, 32571;
78, 615, 14017;
58, 29135, 94137;
39, 2377, 10177;
2, 20137, 60423;
32, 24663, 76041;
38, 15809, 50319;
50, 23978, 76938;
4, 26605, 79851;
95, 13916, 59802;
27, 7593, 24241;
82, 18039, 67569;
70, 24577, 83535;
99, 256, 20374;
87, 28850, 101692;
49, 8500, 30306;
98, 11660, 54192;
50, 273, 5823;
2, 15130, 45402;
63, 14616, 51790;
13, 17029, 51429;
52, 27986, 89370;
83, 18102, 68088;
56, 27537, 88887;
45, 21691, 69127;
33, 2504, 9694;
75, 4972, 26170;
35, 7357, 24525;
80, 286, 13662;
62, 20014, 67734;
8, 6071, 18345;
93, 1730, 22492;
39, 2307, 9967;
96, 2402, 25642;
0, 20775, 62329;
30, 6200, 20404;
84, 16564, 63808;
55, 15286, 51912;
72, 9438, 38686;
16, 17609, 53343;
84, 6126, 32494;
33, 1439, 6499;
65, 4116, 20802;
41, 19864, 62958;
85, 15441, 60777;
88, 19786, 74850;
26, 10388, 32520;
1, 1687, 5067;
69, 27940, 93346;
55, 24866, 80652;
8, 27965, 84027;
39, 27183, 84595;
9, 26878, 80800;
94, 10635, 49581;
13, 26243, 79071;
19, 10716, 32874;
19, 13902, 42432;
14, 13658, 41370;
93, 5867, 34903;
6, 13967, 41977;
81, 15315, 59071;
94, 5722, 34842;
76, 15250, 57306;
18, 15162, 46138;
72, 10533, 41971;
96, 3529, 29023;
94, 23718, 88830;
98, 9863, 48801;
50, 12075, 41229;
77, 2265, 18657;
37, 11755, 38007;
32, 3922, 13818;
20, 2210, 7434;
21, 27952, 84742;
35, 16183, 51003;
42, 26922, 84298;
29, 21148, 65130;
48, 13673, 45631;
78, 1991, 18145;
96, 2260, 25216;
28, 13567, 42273;
7, 23952, 71958;
10, 168, 708;
92, 919, 19689;
38, 23298, 72786;
3, 8105, 24337;
18, 12638, 38566;
93, 7601, 40105;
13, 15284, 46194;
89, 42, 15972;
88, 13377, 55623;
69, 10993, 42505;
55, 12916, 44802;
13, 10876, 32970;
32, 11531, 36645;
94, 26395, 96861;
21, 26490, 80356;
99, 7550, 42256;
92, 20108, 77256;
77, 16504, 61374;
29, 2124, 8058;
29, 10242, 32412;
51, 15142, 50632;
46, 12675, 42261;
68, 20554, 70914;
43, 13647, 44643;
22, 13649, 41919;
46, 61, 4419;
20, 24867, 75405;
5, 27037, 81165;
22, 8216, 25620;
77, 3225, 21537;
96, 27485, 100891;
45, 3740, 15274;
21, 20378, 62020;
16, 4385, 13671;
50, 9937, 34815;
2, 20461, 61395;
8, 10634, 32034;
80, 23375, 82929;
44, 6957, 24747;
30, 18343, 56833;
30, 5551, 18457;
9, 245, 901;
48, 14448, 47956;
69, 23251, 79279;
80, 15972, 60720;
21, 25558, 77560;
99, 16242, 68332;
36, 26097, 80887;
63, 8473, 33361;
14, 12874, 39018;
59, 1321, 10929;
59, 14705, 51081;
81, 28369, 98233;
55, 24478, 79488;
37, 17701, 55845;
91, 26170, 95076;
52, 15522, 51978;
31, 3745, 13161;
64, 26149, 86643;
5, 23079, 69291;
54, 1080, 9076;
5, 2905, 8769;
7, 13951, 41955;
61, 19589, 66213;
31, 29779, 91263;
50, 8060, 29184;
15, 6828, 20938;
64, 1382, 12342;
74, 4420, 24216;
38, 14071, 45105;
75, 19193, 68833;
90, 13329, 56191;
45, 9587, 32815;
64, 21610, 73026;
90, 27656, 99172;
68, 14239, 51969;
40, 476, 4632;
17, 21930, 66372;
33, 541, 3805;
91, 24416, 89814;
58, 3726, 17910;
77, 2109, 18189;
70, 29585, 98559;
0, 7524, 22576;
44, 11051, 37029;
6, 3554, 10738;
50, 2115, 11349;
14, 18483, 55845;
43, 24427, 76983;
27, 4359, 14539;
16, 8162, 25002;
7, 14150, 42552;
18, 23448, 70996;
86, 18769, 71103;
83, 1908, 19506;
63, 12171, 44455;
86, 18707, 70917;
54, 20504, 67348;
48, 17618, 57466;
11, 8164, 24738;
57, 27342, 88528;
38, 17639, 55809;
22, 345, 2007;
76, 11688, 46620;
36, 3536, 13204;
53, 16896, 56310;
28, 11130, 34962;
93, 4385, 30457;
85, 18868, 71058;
16, 8406, 25734;
67, 5451, 25335;
33, 16909, 52909;
13, 4394, 13524;
82, 3730, 24642;
69, 8757, 35797;
98, 29725, 108387;
70, 4724, 23976;
95, 28815, 104499;
47, 20340, 65442;
75, 25465, 87649;
58, 26602, 86538;
45, 6366, 23152;
48, 3226, 14290;
55, 28986, 93012;
79, 6263, 31275;
50, 19138, 62418;
92, 25612, 93768;
12, 4078, 12526;
45, 26650, 84004;
1, 3893, 11685;
86, 29571, 103509;
85, 23, 14523;
16, 822, 2982;
37, 22881, 71385;
49, 13452, 45162;
72, 23725, 81547;
27, 14595, 45247;
80, 1528, 17388;
59, 5384, 23118;
81, 616, 14974;
97, 10283, 49671;
37, 27037, 83853;
29, 24493, 75165;
8, 1590, 4902;
12, 25389, 76459;
26, 20872, 63972;
81, 29827, 102607;
19, 7643, 23655;
77, 1773, 17181;
3, 1718, 5176;
85, 20841, 76977;
50, 76, 5232;
78, 24673, 86191;
45, 614, 5896;
81, 27277, 94957;
78, 14403, 55381;
48, 27926, 88390;
4, 21485, 64491;
20, 21239, 64521;
83, 1518, 18336;
53, 11177, 39153;
14, 2323, 7365;
75, 13567, 51955;
41, 7024, 24438;
23, 15439, 47379;
5, 2212, 6690;
41, 6866, 23964;
18, 10591, 32425;
58, 20813, 69171;
65, 1777, 13785;
61, 1777, 12777;
83, 15172, 59298;
86, 28544, 100428;
48, 5180, 20152;
32, 23730, 73242;
86, 25630, 91686;
24, 2471, 8569;
60, 7519, 29761;
16, 6333, 19515;
79, 15070, 57696;
32, 10964, 34944;
60, 25637, 84115;
70, 22928, 78588;
72, 9964, 40264;
33, 4879, 16819;
8, 27103, 81441;
85, 14332, 57450;
19, 1906, 6444;
85, 19379, 72591;
8, 26897, 80823;
37, 28582, 88488;
32, 27084, 83304;
33, 11775, 37507;
69, 10739, 41743;
21, 22407, 68107;
52, 12846, 43950;
38, 918, 5646;
64, 9969, 38103;
61, 10860, 40026;
35, 15358, 48528;
50, 16623, 54873;
45, 299, 4951;
0, 8054, 24166;
34, 27749, 85563;
36, 12790, 40966;
65, 17653, 61413;
35, 21146, 65892;
51, 21506, 69724;
67, 7785, 32337;
16, 2343, 7545;
68, 2035, 15357;
72, 11111, 43705;
51, 24683, 79255;
16, 7566, 23214;
28, 2299, 8469;
52, 8090, 29682;
5, 2613, 7893;
92, 11146, 50370;
18, 13094, 39934;
70, 28310, 94734;
38, 26256, 81660;
39, 20079, 63283;
62, 8280, 32532;
35, 21447, 66795;
64, 18780, 64536;
22, 7700, 24072;
71, 26969, 90993;
8, 17553, 52791;
69, 12301, 46429;
21, 18566, 56584;
57, 6552, 26158;
94, 1946, 23514;
10, 12840, 38724;
39, 1670, 8056;
87, 15573, 61861;
89, 23355, 85911;
49, 16842, 55332;
25, 24583, 75003;
82, 18342, 68478;
33, 3620, 13042;
11, 15394, 46428;
11, 16561, 49929;
77, 20467, 73263;
84, 4021, 26179;
67, 18930, 65772;
31, 23649, 72873;
31, 5498, 18420;
86, 29333, 102795;
25, 4113, 13593;
79, 25510, 89016;
84, 23115, 83461;
11, 2351, 7299;
36, 12268, 39400;
24, 2117, 7507;
63, 2893, 16621;
85, 7199, 36051;
9, 6145, 18601;
14, 20918, 63150;
61, 14519, 51003;
83, 4826, 28260;
41, 9314, 31308;
65, 16805, 58869;
29, 24216, 74334;
15, 5124, 15826;
26, 3896, 13044;
51, 18546, 60844;
19, 2080, 6966;
81, 6151, 31579;
83, 12606, 51600;
11, 2482, 7692;
70, 533, 11403;
86, 2755, 23061;
40, 4674, 17226;
7, 28844, 86634;
69, 2623, 17395;
10, 18440, 55524;
63, 18855, 64507;
87, 5340, 31162;
69, 13755, 50791;
54, 26653, 85795;
74, 12005, 46971;
97, 28275, 103647;
69, 27564, 92218;
35, 23613, 73293;
90, 23047, 85345;
3, 23253, 69781;
97, 5829, 36309;
56, 23317, 76227;
5, 29740, 89274;
4, 28954, 86898;
8, 21473, 64551;
64, 7495, 30681;
61, 22536, 75054;
66, 9869, 38323;
26, 12203, 37965;
2, 27114, 81354;
7, 608, 1926;
1, 17200, 51606;
42, 16166, 52030;
32, 29448, 90396;
73, 21137, 74073;
91, 9782, 45912;
41, 2087, 9627;
9, 543, 1795;
88, 6921, 36255;
90, 23176, 85732;
54, 14806, 50254;
34, 29856, 91884;
39, 460, 4426;
14, 1553, 5055;
16, 13616, 41364;
84, 2163, 20605;
82, 12528, 51036;
88, 26674, 95514;
47, 25992, 82398;
52, 833, 7911;
96, 22306, 85354;
72, 19038, 67486;
63, 26881, 88585;
43, 26856, 84270;
18, 751, 2905;
64, 26750, 88446;
79, 2325, 19461;
96, 9242, 46162;
53, 3388, 15786;
14, 19327, 58377;
47, 786, 6780;
12, 9919, 30049;
72, 175, 10897;
58, 13055, 45897;
22, 8344, 26004;
73, 1870, 16272;
39, 14339, 46063;
18, 22996, 69640;
57, 8220, 31162;
50, 27768, 88308;
41, 4280, 16206;
60, 2693, 15283;
23, 28008, 85086;
85, 142, 14880;
43, 21664, 68694;
59, 975, 9891;
63, 10776, 40270;
57, 7126, 27880;
63, 8307, 32863;
50, 11553, 39663;
73, 1567, 15363;
24, 825, 3631;
98, 22908, 87936;
72, 6944, 31204;
49, 26688, 84870;
83, 24024, 85854;
55, 2282, 12900;
86, 25636, 91704;
58, 26261, 85515;
29, 10131, 32079;
94, 17984, 71628;
48, 17593, 57391;
72, 3852, 21928;
80, 12992, 51780;
61, 5109, 22773;
77, 5152, 27318;
2, 2740, 8232;
60, 1194, 10786;
86, 13268, 54600;
90, 2251, 22957;
29, 20532, 63282;
45, 527, 5635;
2, 28045, 84147;
95, 19684, 77106;
20, 18533, 56403;
45, 27553, 86713;
76, 25699, 88653;
86, 25286, 90654;
82, 27316, 95400;
68, 10885, 41907;
16, 18348, 55560;
26, 22914, 70098;
83, 19377, 71913;
27, 27864, 85054;
61, 21333, 71445;
29, 20828, 64170;
23, 15042, 46188;
37, 4645, 16677;
44, 8283, 28725;
11, 20556, 61914;
45, 15008, 49078;
41, 26608, 83190;
74, 17746, 64194;
57, 26237, 85213;
33, 18904, 58894;
62, 13870, 49302;
98, 18146, 73650;
94, 8913, 44415;
15, 1564, 5146;
61, 7115, 28791;
0, 22597, 67795;
93, 22363, 84391;
86, 24240, 87516;
11, 15139, 45663;
87, 27594, 97924;
65, 11748, 43698;
69, 14606, 53344;
80, 13961, 54687;
21, 4950, 15736;
44, 3175, 13401;
65, 3394, 18636;
30, 1939, 7621;
90, 12509, 53731;
12, 18836, 56800;
34, 29822, 91782;
55, 25995, 84039;
28, 445, 2907;
89, 12625, 53721;
73, 18119, 65019;
14, 7696, 23484;
93, 14628, 61186;
30, 22836, 70312;
93, 4982, 32248;
19, 25971, 78639;
67, 3253, 18741;
43, 17674, 56724;
15, 27065, 81649;
62, 6474, 27114;
55, 14567, 49755;
61, 23380, 77586;
71, 28943, 96915;
61, 4641, 21369;
19, 613, 2565;
30, 10693, 33883;
38, 20943, 65721;
15, 20468, 61858;
1, 1455, 4371;
17, 1173, 4101;
15, 28066, 84652;
38, 390, 4062;
78, 951, 15025;
59, 13552, 47622;
85, 26628, 94338;
73, 6861, 31245;
11, 9798, 29640;
21, 6552, 20542;
28, 2455, 8937;
86, 23956, 86664;
63, 13957, 49813;
8, 16191, 48705;
0, 12944, 38836;
5, 22999, 69051;
99, 25268, 95410;
83, 27422, 96048;
0, 16216, 48652;
72, 24667, 84373;
32, 24230, 74742;
0, 13473, 40423;
13, 25836, 77850;
33, 1107, 5503;
21, 21570, 65596;
83, 1208, 17406;
36, 2622, 10462;
63, 700, 10042;
31, 9220, 29586;
18, 9287, 28513;
79, 28626, 98364;
5, 14530, 43644;
59, 74, 7188;
51, 15559, 51883;
81, 21601, 77929;
49, 3176, 14334;
95, 6088, 36318;
81, 20644, 75058;
65, 4409, 21681;
75, 19685, 70309;
97, 12837, 57333;
12, 9676, 29320;
91, 10443, 47895;
47, 1329, 8409;
42, 17499, 56029;
96, 16230, 67126;
91, 25692, 93642;
87, 23996, 87130;
69, 539, 11143;
26, 12873, 39975;
53, 19589, 64389;
54, 22760, 74116;
78, 15719, 59329;
63, 18816, 64390;
11, 29107, 87567;
82, 24458, 86826;
35, 17205, 54069;
79, 1437, 16797;
21, 1191, 4459;
19, 7532, 23322;
70, 12243, 46533;
23, 11043, 34191;
20, 16119, 49161;
82, 11726, 48630;
65, 13677, 49485;
83, 17195, 65367;
43, 7051, 24855;
63, 6112, 26278;
41, 29129, 90753;
42, 5056, 18700;
13, 24353, 73401;
99, 6986, 40564;
79, 7868, 36090;
65, 2674, 16476;
91, 28874, 103188;
82, 19621, 72315;
98, 4786, 33570;
15, 13831, 41947;
83, 619, 15639;
14, 511, 1929;
31, 4393, 15105;
4, 6901, 20739;
49, 2365, 11901;
39, 3930, 14836;
28, 27446, 83910;
89, 22505, 83361;
73, 1613, 15501;
61, 21293, 71325;
53, 28672, 91638;
53, 6724, 25794;
59, 7932, 30762;
65, 4834, 22956;
94, 11584, 52428;
31, 25241, 77649;
58, 1408, 10956;
64, 10071, 38409;
3, 2711, 8155;
78, 6448, 31516;
30, 12641, 39727;
43, 1069, 6909;
63, 29688, 97006;
52, 29317, 93363;
86, 26621, 94659;
25, 20028, 61338;
70, 282, 10650;
40, 9162, 30690;
18, 5381, 16795;
52, 25645, 82347;
74, 21447, 75297;
72, 26465, 89767;
94, 29437, 105987;
0, 24286, 72862;
61, 2703, 15555;
71, 20835, 72591;
9, 960, 3046;
18, 1010, 3682;
90, 27222, 97870;
16, 29723, 89685;
16, 22778, 68850;
43, 18302, 58608;
16, 1249, 4263;
57, 21644, 71434;
92, 11436, 51240;
86, 10381, 45939;
38, 28301, 87795;
78, 12007, 48193;
35, 18860, 59034;
17, 23965, 72477;
42, 20169, 64039;
19, 2838, 9240;
12, 17442, 52618;
37, 20768, 65046;
29, 16535, 51291;
77, 8500, 37362;
91, 524, 18138;
50, 28156, 89472;
0, 783, 2353;
50, 3602, 15810;
42, 5050, 18682;
0, 15371, 46117;
66, 1195, 12301;
95, 22452, 85410;
94, 23635, 88581;
0, 19611, 58837;
88, 2188, 22056;
69, 16849, 60073;
98, 2639, 27129;
95, 447, 19395;
56, 2004, 12288;
66, 29271, 96529;
70, 24570, 83514;
46, 25788, 81600;
11, 27674, 83268;
64, 26085, 86451;
54, 19448, 64180;
17, 28333, 85581;
22, 1529, 5559;
46, 13391, 44409;
13, 20923, 63111;
25, 18656, 57222;
33, 23729, 73369;
38, 9501, 31395;
87, 16910, 65872;
77, 2615, 19707;
55, 14821, 50517;
96, 5132, 33832;
84, 17294, 65998;
84, 17096, 65404;
19, 20299, 61623;
57, 9612, 35338;
86, 11051, 47949;
86, 1149, 18243;
19, 14127, 43107;
93, 19264, 75094;
2, 9388, 28176;
90, 25461, 92587;
87, 17648, 68086;
22, 6273, 19791;
35, 11048, 35598;
95, 26769, 98361;
66, 9602, 37522;
46, 26332, 83232;
54, 20878, 68470;
44, 4904, 18588;
78, 20458, 73546;
25, 19087, 58515;
56, 23326, 76254;
78, 13699, 53269;
51, 17861, 58789;
5, 22288, 66918;
36, 9198, 30190;
54, 8545, 31471;
12, 9153, 27751;
52, 13190, 44982;
94, 22886, 86334;
80, 9332, 40800;
74, 546, 12594;
41, 2589, 11133;
5, 707, 2175;
25, 21730, 66444;
90, 9535, 44809;
71, 1655, 15051;
