,X,Y
7491, 17951, 35905
7492, 19077, 38157
7493, 20755, 41513
7494, 19286, 38575
7495, 5939, 11881
7496, 5726, 11455
7497, 858, 1719
7498, 23343, 46689
7499, 24367, 48737
7500, 14612, 29227
7501, 1914, 3831
7502, 27, 57
7503, 23469, 46941
7504, 10344, 20691
7505, 12416, 24835
7506, 17296, 34595
7507, 26056, 52115
7508, 5277, 10557
7509, 4244, 8491
7510, 26746, 53495
7511, 3547, 7097
7512, 9517, 19037
7513, 23752, 47507
7514, 16750, 33503
7515, 9354, 18711
7516, 28092, 56187
7517, 2435, 4873
7518, 9035, 18073
7519, 21767, 43537
7520, 12106, 24215
7521, 19471, 38945
7522, 17731, 35465
7523, 13454, 26911
7524, 14764, 29531
7525, 17984, 35971
7526, 19945, 39893
7527, 27442, 54887
7528, 317, 637
7529, 5463, 10929
7530, 13962, 27927
7531, 23004, 46011
7532, 15569, 31141
7533, 18469, 36941
7534, 913, 1829
7535, 24977, 49957
7536, 8170, 16343
7537, 116, 235
7538, 14918, 29839
7539, 12275, 24553
7540, 1327, 2657
7541, 17314, 34631
7542, 27399, 54801
7543, 13579, 27161
7544, 7449, 14901
7545, 16015, 32033
7546, 2426, 4855
7547, 9797, 19597
7548, 29936, 59875
7549, 186, 375
7550, 305, 613
7551, 12988, 25979
7552, 27126, 54255
7553, 29350, 58703
7554, 22447, 44897
7555, 19640, 39283
7556, 23778, 47559
7557, 2947, 5897
7558, 7034, 14071
7559, 11381, 22765
7560, 14735, 29473
7561, 2570, 5143
7562, 18801, 37605
7563, 28711, 57425
7564, 9974, 19951
7565, 13481, 26965
7566, 7264, 14531
7567, 2058, 4119
7568, 29530, 59063
7569, 25824, 51651
7570, 1442, 2887
7571, 1758, 3519
7572, 4290, 8583
7573, 25067, 50137
7574, 502, 1007
7575, 24003, 48009
7576, 13740, 27483
7577, 20129, 40261
7578, 5605, 11213
7579, 27937, 55877
7580, 208, 419
7581, 11932, 23867
7582, 20051, 40105
7583, 2300, 4603
7584, 26691, 53385
7585, 18074, 36151
7586, 1044, 2091
7587, 29094, 58191
7588, 11021, 22045
7589, 23587, 47177
7590, 8753, 17509
7591, 12421, 24845
7592, 24253, 48509
7593, 6252, 12507
7594, 28299, 56601
7595, 12822, 25647
7596, 26475, 52953
7597, 4732, 9467
7598, 3919, 7841
7599, 16690, 33383
7600, 2846, 5695
7601, 17549, 35101
7602, 28891, 57785
7603, 18321, 36645
7604, 16447, 32897
7605, 28853, 57709
7606, 7424, 14851
7607, 604, 1211
7608, 16462, 32927
7609, 14533, 29069
7610, 856, 1715
7611, 17191, 34385
7612, 13012, 26027
7613, 28018, 56039
7614, 7130, 14263
7615, 17486, 34975
7616, 1177, 2357
7617, 22706, 45415
7618, 6059, 12121
7619, 1327, 2657
7620, 16150, 32303
7621, 1897, 3797
7622, 5175, 10353
7623, 233, 469
7624, 29741, 59485
7625, 22085, 44173
7626, 1153, 2309
7627, 9140, 18283
7628, 4632, 9267
7629, 17894, 35791
7630, 17591, 35185
7631, 29697, 59397
7632, 13216, 26435
7633, 23107, 46217
7634, 3082, 6167
7635, 17170, 34343
7636, 16527, 33057
7637, 2377, 4757
7638, 12477, 24957
7639, 9709, 19421
7640, 29287, 58577
7641, 1941, 3885
7642, 29307, 58617
7643, 26206, 52415
7644, 4436, 8875
7645, 11139, 22281
7646, 16109, 32221
7647, 1339, 2681
7648, 2096, 4195
7649, 3511, 7025
7650, 9356, 18715
7651, 12779, 25561
7652, 22502, 45007
7653, 28829, 57661
7654, 26548, 53099
7655, 23337, 46677
7656, 24905, 49813
7657, 11613, 23229
7658, 28154, 56311
7659, 15622, 31247
7660, 24293, 48589
7661, 18225, 36453
7662, 29632, 59267
7663, 4141, 8285
7664, 7494, 14991
7665, 13513, 27029
7666, 16391, 32785
7667, 15979, 31961
7668, 25240, 50483
7669, 22767, 45537
7670, 19076, 38155
7671, 16495, 32993
7672, 25951, 51905
7673, 28263, 56529
7674, 2037, 4077
7675, 2254, 4511
7676, 7017, 14037
7677, 27417, 54837
7678, 20661, 41325
7679, 8266, 16535
7680, 29952, 59907
7681, 7794, 15591
7682, 5518, 11039
7683, 22355, 44713
7684, 22628, 45259
7685, 3847, 7697
7686, 22223, 44449
7687, 12494, 24991
7688, 29048, 58099
7689, 23419, 46841
7690, 4511, 9025
7691, 27158, 54319
7692, 10683, 21369
7693, 8867, 17737
7694, 6033, 12069
7695, 17472, 34947
7696, 23674, 47351
7697, 14057, 28117
7698, 1145, 2293
7699, 29348, 58699
7700, 6980, 13963
7701, 8430, 16863
7702, 18045, 36093
7703, 21144, 42291
7704, 5791, 11585
7705, 13684, 27371
7706, 27759, 55521
7707, 20607, 41217
7708, 2505, 5013
7709, 17018, 34039
7710, 11866, 23735
7711, 7683, 15369
7712, 29153, 58309
7713, 6056, 12115
7714, 25690, 51383
7715, 7582, 15167
7716, 18295, 36593
7717, 28142, 56287
7718, 24497, 48997
7719, 10079, 20161
7720, 21537, 43077
7721, 29289, 58581
7722, 23064, 46131
7723, 2795, 5593
7724, 29312, 58627
7725, 854, 1711
7726, 28499, 57001
7727, 29378, 58759
7728, 27043, 54089
7729, 5993, 11989
7730, 21768, 43539
7731, 3267, 6537
7732, 890, 1783
7733, 13968, 27939
7734, 17617, 35237
7735, 7155, 14313
7736, 26509, 53021
7737, 19891, 39785
7738, 19600, 39203
7739, 22394, 44791
7740, 3565, 7133
7741, 23535, 47073
7742, 979, 1961
7743, 15086, 30175
7744, 24171, 48345
7745, 23076, 46155
7746, 3736, 7475
7747, 11220, 22443
7748, 20489, 40981
7749, 11420, 22843
7750, 17538, 35079
7751, 6244, 12491
7752, 7342, 14687
7753, 22509, 45021
7754, 13836, 27675
7755, 29581, 59165
7756, 23838, 47679
7757, 2032, 4067
7758, 2301, 4605
7759, 12857, 25717
7760, 8488, 16979
7761, 24850, 49703
7762, 12637, 25277
7763, 11730, 23463
7764, 22562, 45127
7765, 795, 1593
7766, 10664, 21331
7767, 4101, 8205
7768, 7570, 15143
7769, 1774, 3551
7770, 22785, 45573
7771, 11206, 22415
7772, 15918, 31839
7773, 144, 291
7774, 5592, 11187
7775, 26516, 53035
7776, 2311, 4625
7777, 6829, 13661
7778, 5615, 11233
7779, 7422, 14847
7780, 16641, 33285
7781, 2343, 4689
7782, 2921, 5845
7783, 4454, 8911
7784, 17030, 34063
7785, 17872, 35747
7786, 6180, 12363
7787, 27653, 55309
7788, 12667, 25337
7789, 906, 1815
7790, 2888, 5779
7791, 19759, 39521
7792, 17267, 34537
7793, 29356, 58715
7794, 7456, 14915
7795, 27352, 54707
7796, 1267, 2537
7797, 984, 1971
7798, 7465, 14933
7799, 22104, 44211
7800, 25111, 50225
7801, 1259, 2521
7802, 18025, 36053
7803, 20331, 40665
7804, 10659, 21321
7805, 25141, 50285
7806, 11778, 23559
7807, 18556, 37115
7808, 9243, 18489
7809, 25098, 50199
7810, 7, 17
7811, 35, 73
7812, 3398, 6799
7813, 10856, 21715
7814, 2398, 4799
7815, 21484, 42971
7816, 8465, 16933
7817, 18905, 37813
7818, 471, 945
7819, 12378, 24759
7820, 23425, 46853
7821, 18331, 36665
7822, 8652, 17307
7823, 16939, 33881
7824, 29931, 59865
7825, 2511, 5025
7826, 8185, 16373
7827, 19678, 39359
7828, 28263, 56529
7829, 18959, 37921
7830, 2941, 5885
7831, 19059, 38121
7832, 17026, 34055
7833, 16243, 32489
7834, 19825, 39653
7835, 14450, 28903
7836, 3635, 7273
7837, 1942, 3887
7838, 11945, 23893
7839, 13870, 27743
7840, 17937, 35877
7841, 3332, 6667
7842, 22153, 44309
7843, 22603, 45209
7844, 19394, 38791
7845, 3095, 6193
7846, 11290, 22583
7847, 21886, 43775
7848, 647, 1297
7849, 17874, 35751
7850, 19805, 39613
7851, 28820, 57643
7852, 27414, 54831
7853, 23053, 46109
7854, 4320, 8643
7855, 17334, 34671
7856, 15864, 31731
7857, 3282, 6567
7858, 17806, 35615
7859, 20715, 41433
7860, 24021, 48045
7861, 1496, 2995
7862, 9419, 18841
7863, 1710, 3423
7864, 12348, 24699
7865, 590, 1183
7866, 10945, 21893
7867, 20706, 41415
7868, 19912, 39827
7869, 24618, 49239
7870, 18676, 37355
7871, 15667, 31337
7872, 26959, 53921
7873, 19555, 39113
7874, 10013, 20029
7875, 7294, 14591
7876, 14172, 28347
7877, 4779, 9561
7878, 26165, 52333
7879, 16292, 32587
7880, 27104, 54211
7881, 28545, 57093
7882, 6608, 13219
7883, 20668, 41339
7884, 5156, 10315
7885, 13398, 26799
7886, 27564, 55131
7887, 14423, 28849
7888, 2818, 5639
7889, 447, 897
7890, 7562, 15127
7891, 26631, 53265
7892, 5461, 10925
7893, 20490, 40983
7894, 23868, 47739
7895, 11810, 23623
7896, 174, 351
7897, 27972, 55947
7898, 7936, 15875
7899, 403, 809
7900, 28233, 56469
7901, 1290, 2583
7902, 29196, 58395
7903, 7698, 15399
7904, 27711, 55425
7905, 9455, 18913
7906, 874, 1751
7907, 14277, 28557
7908, 12028, 24059
7909, 16750, 33503
7910, 17158, 34319
7911, 28647, 57297
7912, 2500, 5003
7913, 20656, 41315
7914, 24326, 48655
7915, 26840, 53683
7916, 11922, 23847
7917, 28351, 56705
7918, 2393, 4789
7919, 14998, 29999
7920, 11377, 22757
7921, 27676, 55355
7922, 15251, 30505
7923, 522, 1047
7924, 1487, 2977
7925, 5726, 11455
7926, 27896, 55795
7927, 22726, 45455
7928, 27967, 55937
7929, 29725, 59453
7930, 28374, 56751
7931, 1773, 3549
7932, 6557, 13117
7933, 734, 1471
7934, 25369, 50741
7935, 19795, 39593
7936, 4423, 8849
7937, 28527, 57057
7938, 281, 565
7939, 2343, 4689
7940, 13706, 27415
7941, 12198, 24399
7942, 7350, 14703
7943, 670, 1343
7944, 8795, 17593
7945, 18213, 36429
7946, 9127, 18257
7947, 17651, 35305
7948, 13896, 27795
7949, 13712, 27427
7950, 1295, 2593
7951, 6395, 12793
7952, 22190, 44383
7953, 28450, 56903
7954, 14161, 28325
7955, 22413, 44829
7956, 17451, 34905
7957, 12109, 24221
7958, 20518, 41039
7959, 10066, 20135
7960, 4950, 9903
7961, 24224, 48451
7962, 25325, 50653
7963, 9977, 19957
7964, 7598, 15199
7965, 4078, 8159
7966, 6466, 12935
7967, 29567, 59137
7968, 2465, 4933
7969, 22701, 45405
7970, 14801, 29605
7971, 25517, 51037
7972, 29167, 58337
7973, 2204, 4411
7974, 4460, 8923
7975, 7394, 14791
7976, 9085, 18173
7977, 1193, 2389
7978, 29276, 58555
7979, 25874, 51751
7980, 19246, 38495
7981, 18705, 37413
7982, 15861, 31725
7983, 22031, 44065
7984, 8735, 17473
7985, 22217, 44437
7986, 11374, 22751
7987, 22023, 44049
7988, 2385, 4773
7989, 4125, 8253
7990, 18159, 36321
7991, 1054, 2111
7992, 29789, 59581
7993, 18583, 37169
7994, 18410, 36823
7995, 12638, 25279
7996, 27747, 55497
7997, 3106, 6215
7998, 21935, 43873
7999, 27933, 55869
8000, 16196, 32395
8001, 24943, 49889
8002, 19259, 38521
8003, 3678, 7359
8004, 12049, 24101
8005, 2968, 5939
8006, 849, 1701
8007, 22697, 45397
8008, 13763, 27529
8009, 3843, 7689
8010, 22989, 45981
8011, 15679, 31361
8012, 12588, 25179
8013, 2138, 4279
8014, 22324, 44651
8015, 10329, 20661
8016, 2861, 5725
8017, 19928, 39859
8018, 14991, 29985
8019, 13233, 26469
8020, 12842, 25687
8021, 16918, 33839
8022, 21882, 43767
8023, 25155, 50313
8024, 139, 281
8025, 8648, 17299
8026, 28280, 56563
8027, 18773, 37549
8028, 7076, 14155
8029, 19185, 38373
8030, 7561, 15125
8031, 19125, 38253
8032, 16648, 33299
8033, 24190, 48383
8034, 22271, 44545
8035, 17474, 34951
8036, 23513, 47029
8037, 3041, 6085
8038, 6285, 12573
8039, 22701, 45405
8040, 28819, 57641
8041, 16381, 32765
8042, 27809, 55621
8043, 13697, 27397
8044, 20522, 41047
8045, 15170, 30343
8046, 14323, 28649
8047, 1329, 2661
8048, 29248, 58499
8049, 21273, 42549
8050, 1374, 2751
8051, 9617, 19237
8052, 16284, 32571
8053, 25218, 50439
8054, 17392, 34787
8055, 10681, 21365
8056, 24792, 49587
8057, 11771, 23545
8058, 11069, 22141
8059, 4325, 8653
8060, 25945, 51893
8061, 16037, 32077
8062, 14840, 29683
8063, 20687, 41377
8064, 22149, 44301
8065, 882, 1767
8066, 708, 1419
8067, 13409, 26821
8068, 2863, 5729
8069, 28865, 57733
8070, 15175, 30353
8071, 2374, 4751
8072, 20310, 40623
8073, 17757, 35517
8074, 16768, 33539
8075, 10721, 21445
8076, 13328, 26659
8077, 2386, 4775
8078, 2907, 5817
8079, 27312, 54627
8080, 7105, 14213
8081, 14674, 29351
8082, 13443, 26889
8083, 21682, 43367
8084, 22160, 44323
8085, 8871, 17745
8086, 7800, 15603
8087, 19254, 38511
8088, 25372, 50747
8089, 1274, 2551
8090, 22241, 44485
8091, 7702, 15407
8092, 10090, 20183
8093, 28036, 56075
8094, 14371, 28745
8095, 708, 1419
8096, 13859, 27721
8097, 11426, 22855
8098, 770, 1543
8099, 452, 907
8100, 29692, 59387
8101, 13694, 27391
8102, 6568, 13139
8103, 24458, 48919
8104, 12661, 25325
8105, 8428, 16859
8106, 29460, 58923
8107, 27237, 54477
8108, 3270, 6543
8109, 22418, 44839
8110, 16532, 33067
8111, 19405, 38813
8112, 12310, 24623
8113, 10060, 20123
8114, 29606, 59215
8115, 24089, 48181
8116, 16367, 32737
8117, 18383, 36769
8118, 13627, 27257
8119, 276, 555
8120, 3567, 7137
8121, 4748, 9499
8122, 19981, 39965
8123, 1472, 2947
8124, 25536, 51075
8125, 29143, 58289
8126, 26931, 53865
8127, 27819, 55641
8128, 1306, 2615
8129, 19272, 38547
8130, 25842, 51687
8131, 17266, 34535
8132, 28966, 57935
8133, 26977, 53957
8134, 9687, 19377
8135, 17779, 35561
8136, 23126, 46255
8137, 10354, 20711
8138, 8194, 16391
8139, 15127, 30257
8140, 11828, 23659
8141, 27322, 54647
8142, 2757, 5517
8143, 9280, 18563
8144, 15273, 30549
8145, 6095, 12193
8146, 29294, 58591
8147, 21200, 42403
8148, 26783, 53569
8149, 11072, 22147
8150, 7264, 14531
8151, 3690, 7383
8152, 22201, 44405
8153, 5752, 11507
8154, 29033, 58069
8155, 9596, 19195
8156, 16449, 32901
8157, 1205, 2413
8158, 25167, 50337
8159, 3965, 7933
8160, 8546, 17095
8161, 1066, 2135
8162, 1404, 2811
8163, 1139, 2281
8164, 407, 817
8165, 12210, 24423
8166, 5628, 11259
8167, 11705, 23413
8168, 29027, 58057
8169, 1463, 2929
8170, 27381, 54765
8171, 21503, 43009
8172, 4163, 8329
8173, 28738, 57479
8174, 24855, 49713
8175, 11922, 23847
8176, 12001, 24005
8177, 22947, 45897
8178, 25731, 51465
8179, 14302, 28607
8180, 24970, 49943
8181, 14914, 29831
8182, 11280, 22563
8183, 11057, 22117
8184, 5858, 11719
8185, 9351, 18705
8186, 9628, 19259
8187, 4033, 8069
8188, 1750, 3503
8189, 18424, 36851
8190, 1904, 3811
8191, 29937, 59877
8192, 3539, 7081
8193, 12193, 24389
8194, 28423, 56849
8195, 17360, 34723
8196, 18485, 36973
8197, 16313, 32629
8198, 25665, 51333
8199, 18914, 37831
8200, 515, 1033
8201, 13954, 27911
8202, 1379, 2761
8203, 24868, 49739
8204, 20185, 40373
8205, 13425, 26853
8206, 2433, 4869
8207, 22858, 45719
8208, 24101, 48205
8209, 3983, 7969
8210, 398, 799
8211, 1611, 3225
8212, 24470, 48943
8213, 239, 481
8214, 115, 233
8215, 6175, 12353
8216, 3026, 6055
8217, 9345, 18693
8218, 21327, 42657
8219, 8135, 16273
8220, 9576, 19155
8221, 12886, 25775
8222, 21838, 43679
8223, 25999, 52001
8224, 1541, 3085
8225, 15077, 30157
8226, 1660, 3323
8227, 29840, 59683
8228, 3050, 6103
8229, 25790, 51583
8230, 20172, 40347
8231, 2632, 5267
8232, 1645, 3293
8233, 3228, 6459
8234, 1108, 2219
8235, 654, 1311
8236, 10719, 21441
8237, 6032, 12067
8238, 25275, 50553
8239, 18160, 36323
8240, 479, 961
8241, 12380, 24763
8242, 1335, 2673
8243, 11039, 22081
8244, 15277, 30557
8245, 29725, 59453
8246, 1152, 2307
8247, 21694, 43391
8248, 22257, 44517
8249, 21038, 42079
8250, 26409, 52821
8251, 12183, 24369
8252, 11741, 23485
8253, 9032, 18067
8254, 19840, 39683
8255, 24031, 48065
8256, 13408, 26819
8257, 15342, 30687
8258, 24131, 48265
8259, 2187, 4377
8260, 14237, 28477
8261, 2264, 4531
8262, 22469, 44941
8263, 26627, 53257
8264, 12699, 25401
8265, 11726, 23455
8266, 5745, 11493
8267, 19525, 39053
8268, 1342, 2687
8269, 3559, 7121
8270, 20575, 41153
8271, 19981, 39965
8272, 13942, 27887
8273, 1746, 3495
8274, 12069, 24141
8275, 1891, 3785
8276, 29366, 58735
8277, 23942, 47887
8278, 15344, 30691
8279, 5270, 10543
8280, 2168, 4339
8281, 15701, 31405
8282, 20947, 41897
8283, 3384, 6771
8284, 22047, 44097
8285, 6422, 12847
8286, 2654, 5311
8287, 3690, 7383
8288, 10061, 20125
8289, 10115, 20233
8290, 22643, 45289
8291, 14938, 29879
8292, 23094, 46191
8293, 2480, 4963
8294, 17749, 35501
8295, 20745, 41493
8296, 23396, 46795
8297, 5086, 10175
8298, 1026, 2055
8299, 18002, 36007
8300, 26844, 53691
8301, 8126, 16255
8302, 20163, 40329
8303, 1016, 2035
8304, 1826, 3655
8305, 12729, 25461
8306, 17153, 34309
8307, 28703, 57409
8308, 9625, 19253
8309, 28576, 57155
8310, 12122, 24247
8311, 16173, 32349
8312, 26973, 53949
8313, 18880, 37763
8314, 2036, 4075
8315, 1410, 2823
8316, 740, 1483
8317, 9736, 19475
8318, 29969, 59941
8319, 23479, 46961
8320, 20786, 41575
8321, 18030, 36063
8322, 12260, 24523
8323, 1091, 2185
8324, 9884, 19771
8325, 28302, 56607
8326, 8612, 17227
8327, 15380, 30763
8328, 5216, 10435
8329, 3220, 6443
8330, 942, 1887
8331, 27836, 55675
8332, 163, 329
8333, 26973, 53949
8334, 10511, 21025
8335, 1737, 3477
8336, 14299, 28601
8337, 9177, 18357
8338, 2162, 4327
8339, 11865, 23733
8340, 6462, 12927
8341, 1668, 3339
8342, 23, 49
8343, 28685, 57373
8344, 26489, 52981
8345, 12085, 24173
8346, 565, 1133
8347, 11790, 23583
8348, 4518, 9039
8349, 28774, 57551
8350, 15041, 30085
8351, 24142, 48287
8352, 2168, 4339
8353, 13685, 27373
8354, 11839, 23681
8355, 2273, 4549
8356, 29625, 59253
8357, 26714, 53431
8358, 15065, 30133
8359, 24235, 48473
8360, 23543, 47089
8361, 14778, 29559
8362, 12206, 24415
8363, 12171, 24345
8364, 7290, 14583
8365, 6923, 13849
8366, 28268, 56539
8367, 27000, 54003
8368, 12665, 25333
8369, 9210, 18423
8370, 19233, 38469
8371, 2539, 5081
8372, 13965, 27933
8373, 26377, 52757
8374, 7758, 15519
8375, 398, 799
8376, 10597, 21197
8377, 1101, 2205
8378, 15678, 31359
8379, 20819, 41641
8380, 17596, 35195
8381, 12919, 25841
8382, 19605, 39213
8383, 25272, 50547
8384, 1928, 3859
8385, 25953, 51909
8386, 8492, 16987
8387, 2569, 5141
8388, 15476, 30955
8389, 7051, 14105
8390, 8988, 17979
8391, 8791, 17585
8392, 5521, 11045
8393, 4374, 8751
8394, 26393, 52789
8395, 29383, 58769
8396, 12360, 24723
8397, 994, 1991
8398, 29186, 58375
8399, 18366, 36735
8400, 5524, 11051
8401, 19683, 39369
8402, 23221, 46445
8403, 4972, 9947
8404, 2670, 5343
8405, 10985, 21973
8406, 15912, 31827
8407, 22214, 44431
8408, 17544, 35091
8409, 2144, 4291
8410, 14774, 29551
8411, 649, 1301
8412, 22333, 44669
8413, 14980, 29963
8414, 24502, 49007
8415, 27004, 54011
8416, 27848, 55699
8417, 6905, 13813
8418, 23122, 46247
8419, 10229, 20461
8420, 8117, 16237
8421, 19307, 38617
8422, 12439, 24881
8423, 9374, 18751
8424, 2198, 4399
8425, 23666, 47335
8426, 25032, 50067
8427, 3705, 7413
8428, 21495, 42993
8429, 23480, 46963
8430, 19192, 38387
8431, 1778, 3559
8432, 29844, 59691
8433, 3421, 6845
8434, 2775, 5553
8435, 4181, 8365
8436, 17865, 35733
8437, 21658, 43319
8438, 22477, 44957
8439, 18351, 36705
8440, 12873, 25749
8441, 4005, 8013
8442, 1813, 3629
8443, 21433, 42869
8444, 13075, 26153
8445, 27349, 54701
8446, 27980, 55963
8447, 10018, 20039
8448, 15010, 30023
8449, 28423, 56849
8450, 12122, 24247
8451, 5964, 11931
8452, 24676, 49355
8453, 20288, 40579
8454, 2111, 4225
8455, 14091, 28185
8456, 24686, 49375
8457, 14740, 29483
8458, 26210, 52423
8459, 20137, 40277
8460, 17262, 34527
8461, 12102, 24207
8462, 21622, 43247
8463, 5421, 10845
8464, 17121, 34245
8465, 10288, 20579
8466, 13103, 26209
8467, 3804, 7611
8468, 15750, 31503
8469, 1381, 2765
8470, 10084, 20171
8471, 13569, 27141
8472, 20498, 40999
8473, 5910, 11823
8474, 3476, 6955
8475, 19178, 38359
8476, 26149, 52301
8477, 14770, 29543
8478, 12926, 25855
8479, 1075, 2153
8480, 22397, 44797
8481, 20049, 40101
8482, 1211, 2425
8483, 24647, 49297
8484, 25962, 51927
8485, 4691, 9385
8486, 26575, 53153
8487, 24355, 48713
8488, 11393, 22789
8489, 6724, 13451
8490, 16272, 32547
8491, 29533, 59069
8492, 24213, 48429
8493, 29699, 59401
8494, 11686, 23375
8495, 21861, 43725
8496, 22755, 45513
8497, 13348, 26699
8498, 12132, 24267
8499, 7180, 14363
8500, 27277, 54557
8501, 29330, 58663
8502, 11541, 23085
8503, 15938, 31879
8504, 24394, 48791
8505, 1353, 2709
8506, 1307, 2617
8507, 25124, 50251
8508, 8795, 17593
8509, 12643, 25289
8510, 12404, 24811
8511, 7478, 14959
8512, 3521, 7045
8513, 1137, 2277
8514, 6062, 12127
8515, 2540, 5083
8516, 14765, 29533
8517, 5100, 10203
8518, 4573, 9149
8519, 22128, 44259
8520, 24632, 49267
8521, 17484, 34971
8522, 15354, 30711
8523, 12447, 24897
8524, 10580, 21163
8525, 15929, 31861
8526, 14766, 29535
8527, 13140, 26283
8528, 29442, 58887
8529, 7168, 14339
8530, 24351, 48705
8531, 14570, 29143
8532, 27078, 54159
8533, 25961, 51925
8534, 11530, 23063
8535, 14076, 28155
8536, 1368, 2739
8537, 27031, 54065
8538, 21266, 42535
8539, 1903, 3809
8540, 15773, 31549
8541, 28719, 57441
8542, 11351, 22705
8543, 17075, 34153
8544, 3029, 6061
8545, 1469, 2941
8546, 27211, 54425
8547, 3909, 7821
8548, 3094, 6191
8549, 26451, 52905
8550, 25025, 50053
8551, 2681, 5365
8552, 21241, 42485
8553, 20851, 41705
8554, 11847, 23697
8555, 11894, 23791
8556, 19347, 38697
8557, 13870, 27743
8558, 8118, 16239
8559, 22914, 45831
8560, 12711, 25425
8561, 7822, 15647
8562, 9735, 19473
8563, 23168, 46339
8564, 1769, 3541
8565, 15154, 30311
8566, 12136, 24275
8567, 9910, 19823
8568, 19366, 38735
8569, 26680, 53363
8570, 11407, 22817
8571, 7380, 14763
8572, 12755, 25513
8573, 10336, 20675
8574, 12111, 24225
8575, 1026, 2055
8576, 25635, 51273
8577, 23405, 46813
8578, 22377, 44757
8579, 24410, 48823
8580, 12173, 24349
8581, 13263, 26529
8582, 420, 843
8583, 7366, 14735
8584, 16429, 32861
8585, 12160, 24323
8586, 27936, 55875
8587, 2283, 4569
8588, 4410, 8823
8589, 6188, 12379
8590, 19175, 38353
8591, 9846, 19695
8592, 6456, 12915
8593, 20116, 40235
8594, 27589, 55181
8595, 27093, 54189
8596, 1647, 3297
8597, 25908, 51819
8598, 90, 183
8599, 18681, 37365
8600, 8091, 16185
8601, 20003, 40009
8602, 8045, 16093
8603, 810, 1623
8604, 7397, 14797
8605, 8252, 16507
8606, 1667, 3337
8607, 1036, 2075
8608, 3346, 6695
8609, 14203, 28409
8610, 18608, 37219
8611, 23857, 47717
8612, 6907, 13817
8613, 13481, 26965
8614, 24494, 48991
8615, 25312, 50627
8616, 18237, 36477
8617, 8252, 16507
8618, 21292, 42587
8619, 20484, 40971
8620, 27185, 54373
8621, 13433, 26869
8622, 27240, 54483
8623, 11448, 22899
8624, 4639, 9281
8625, 4827, 9657
8626, 7168, 14339
8627, 17393, 34789
8628, 4526, 9055
8629, 26808, 53619
8630, 12294, 24591
8631, 3404, 6811
8632, 21151, 42305
8633, 18210, 36423
8634, 18514, 37031
8635, 25610, 51223
8636, 16571, 33145
8637, 12812, 25627
8638, 17180, 34363
8639, 12120, 24243
8640, 24842, 49687
8641, 10925, 21853
8642, 11210, 22423
8643, 24532, 49067
8644, 26950, 53903
8645, 14634, 29271
8646, 11782, 23567
8647, 26190, 52383
8648, 27535, 55073
8649, 14703, 29409
8650, 16148, 32299
8651, 1995, 3993
8652, 27232, 54467
8653, 28509, 57021
8654, 29026, 58055
8655, 13008, 26019
8656, 26818, 53639
8657, 9771, 19545
8658, 9825, 19653
8659, 14813, 29629
8660, 19136, 38275
8661, 24326, 48655
8662, 4756, 9515
8663, 5943, 11889
8664, 6682, 13367
8665, 21243, 42489
8666, 18407, 36817
8667, 7658, 15319
8668, 830, 1663
8669, 19479, 38961
8670, 14913, 29829
8671, 15375, 30753
8672, 7795, 15593
8673, 6605, 13213
8674, 29276, 58555
8675, 12875, 25753
8676, 22872, 45747
8677, 9367, 18737
8678, 25301, 50605
8679, 25752, 51507
8680, 5261, 10525
8681, 25824, 51651
8682, 4991, 9985
8683, 10312, 20627
8684, 18864, 37731
8685, 16674, 33351
8686, 5885, 11773
8687, 13127, 26257
8688, 19851, 39705
8689, 5964, 11931
8690, 2400, 4803
8691, 4256, 8515
8692, 651, 1305
8693, 54, 111
8694, 16429, 32861
8695, 15938, 31879
8696, 3956, 7915
8697, 17783, 35569
8698, 17107, 34217
8699, 22533, 45069
8700, 28244, 56491
8701, 28839, 57681
8702, 1307, 2617
8703, 29672, 59347
8704, 26550, 53103
8705, 15777, 31557
8706, 4625, 9253
8707, 5020, 10043
8708, 19991, 39985
8709, 28219, 56441
8710, 14402, 28807
8711, 20295, 40593
8712, 3486, 6975
8713, 24665, 49333
8714, 14102, 28207
8715, 7554, 15111
8716, 25607, 51217
8717, 13838, 27679
8718, 22112, 44227
8719, 23715, 47433
8720, 21729, 43461
8721, 18693, 37389
8722, 7220, 14443
8723, 322, 647
8724, 11769, 23541
8725, 27936, 55875
8726, 5369, 10741
8727, 3574, 7151
8728, 12310, 24623
8729, 18014, 36031
8730, 25022, 50047
8731, 14432, 28867
8732, 12262, 24527
8733, 13826, 27655
8734, 210, 423
8735, 24427, 48857
8736, 17209, 34421
8737, 8946, 17895
8738, 1166, 2335
8739, 14033, 28069
8740, 20077, 40157
8741, 8541, 17085
8742, 11382, 22767
8743, 19426, 38855
8744, 1577, 3157
8745, 15776, 31555
8746, 5249, 10501
8747, 18305, 36613
8748, 14671, 29345
8749, 28267, 56537
8750, 28340, 56683
8751, 4463, 8929
8752, 507, 1017
8753, 29215, 58433
8754, 1477, 2957
8755, 14540, 29083
8756, 26097, 52197
8757, 7035, 14073
8758, 12575, 25153
8759, 17882, 35767
8760, 23910, 47823
8761, 20856, 41715
8762, 20818, 41639
8763, 22789, 45581
8764, 6621, 13245
8765, 18033, 36069
8766, 20109, 40221
8767, 15136, 30275
8768, 7013, 14029
8769, 10887, 21777
8770, 18302, 36607
