,X,Y,Z
7849, 14, 15223, 46065
7850, 13, 907, 3063
7851, 21, 19114, 58228
7852, 89, 10022, 45912
7853, 22, 9594, 29754
7854, 20, 14023, 42873
7855, 83, 1771, 19095
7856, 27, 7400, 23662
7857, 57, 2657, 14473
7858, 5, 24216, 72702
7859, 87, 15747, 62383
7860, 71, 3941, 21909
7861, 65, 26400, 87654
7862, 61, 15486, 53904
7863, 59, 8575, 32691
7864, 17, 4889, 15249
7865, 42, 18715, 59677
7866, 61, 17939, 61263
7867, 45, 12127, 40435
7868, 15, 422, 1720
7869, 64, 27310, 90126
7870, 1, 9600, 28806
7871, 61, 26534, 87048
7872, 50, 27714, 88146
7873, 29, 8102, 25992
7874, 4, 2565, 7731
7875, 33, 6285, 21037
7876, 46, 84, 4488
7877, 4, 4549, 13683
7878, 36, 18550, 58246
7879, 40, 641, 5127
7880, 65, 25562, 85140
7881, 59, 19778, 66300
7882, 28, 19385, 59727
7883, 52, 19616, 64260
7884, 12, 1014, 3334
7885, 78, 7495, 34657
7886, 49, 21833, 70305
7887, 32, 18752, 58308
7888, 90, 29340, 104224
7889, 5, 14450, 43404
7890, 57, 3509, 17029
7891, 23, 2664, 9054
7892, 95, 7958, 41928
7893, 30, 15700, 48904
7894, 20, 25889, 78471
7895, 15, 18004, 54466
7896, 31, 24192, 74502
7897, 13, 2501, 7845
7898, 9, 17348, 52210
7899, 90, 3062, 25390
7900, 60, 17484, 59656
7901, 35, 8526, 28032
7902, 70, 2665, 17799
7903, 48, 18287, 59473
7904, 47, 19135, 61827
7905, 48, 1485, 9067
7906, 64, 25327, 84177
7907, 75, 5786, 28612
7908, 32, 19315, 59997
7909, 45, 2004, 10066
7910, 76, 24777, 85887
7911, 89, 28034, 99948
7912, 97, 18387, 73983
7913, 42, 2363, 10621
7914, 84, 29054, 101278
7915, 46, 2791, 12609
7916, 39, 418, 4300
7917, 0, 20170, 60514
7918, 83, 7465, 36177
7919, 4, 15550, 46686
7920, 54, 25460, 82216
7921, 4, 11455, 34401
7922, 13, 5882, 17988
7923, 45, 29869, 93661
7924, 0, 14642, 43930
7925, 74, 846, 13494
7926, 48, 7604, 27424
7927, 45, 11411, 38287
7928, 13, 14491, 43815
7929, 3, 2844, 8554
7930, 77, 11309, 45789
7931, 17, 6909, 21309
7932, 93, 22974, 86224
7933, 92, 29123, 104301
7934, 56, 1185, 9831
7935, 1, 14258, 42780
7936, 77, 2641, 19785
7937, 45, 18001, 58057
7938, 40, 19231, 60897
7939, 2, 4137, 12423
7940, 10, 28701, 86307
7941, 35, 13769, 43761
7942, 96, 4650, 32386
7943, 5, 27661, 83037
7944, 94, 7583, 40425
7945, 51, 6048, 23350
7946, 69, 24346, 82564
7947, 38, 16832, 53388
7948, 67, 15976, 56910
7949, 24, 19009, 58183
7950, 41, 8361, 28449
7951, 82, 1445, 17787
7952, 45, 13742, 45280
7953, 69, 24458, 82900
7954, 93, 13478, 57736
7955, 18, 2196, 7240
7956, 76, 19450, 69906
7957, 32, 6477, 21483
7958, 28, 18549, 57219
7959, 29, 18554, 57348
7960, 19, 14248, 43470
7961, 92, 13776, 58260
7962, 46, 2445, 11571
7963, 54, 14519, 49393
7964, 35, 58, 2628
7965, 96, 3149, 27883
7966, 70, 9720, 38964
7967, 96, 1918, 24190
7968, 90, 28869, 102811
7969, 61, 1091, 10719
7970, 8, 7383, 22281
7971, 40, 12664, 41196
7972, 69, 1890, 15196
7973, 97, 7139, 40239
7974, 68, 24284, 82104
7975, 58, 4705, 20847
7976, 2, 7038, 21126
7977, 90, 24755, 90469
7978, 53, 16077, 53853
7979, 49, 28010, 88836
7980, 74, 6283, 29805
7981, 35, 24558, 76128
7982, 59, 12808, 45390
7983, 34, 26565, 82011
7984, 9, 28556, 85834
7985, 68, 2322, 16218
7986, 66, 24825, 83191
7987, 89, 4700, 29946
7988, 33, 1453, 6541
7989, 16, 8081, 24759
7990, 92, 1958, 22806
7991, 32, 20043, 62181
7992, 22, 12777, 39303
7993, 38, 1873, 8511
7994, 46, 9764, 33528
7995, 14, 353, 1455
7996, 25, 5522, 17820
7997, 90, 24877, 90835
7998, 40, 287, 4065
7999, 61, 6819, 27903
8000, 28, 17613, 54411
8001, 87, 577, 16873
8002, 97, 29270, 106632
8003, 28, 26313, 80511
8004, 40, 16147, 51645
8005, 36, 1329, 6583
8006, 20, 2332, 7800
8007, 38, 13503, 43401
8008, 23, 14257, 43833
8009, 48, 3251, 14365
8010, 30, 1448, 6148
8011, 13, 18981, 57285
8012, 58, 11848, 42276
8013, 36, 8208, 27220
8014, 93, 25478, 93736
8015, 13, 10191, 30915
8016, 72, 22350, 77422
8017, 49, 8600, 30606
8018, 14, 22068, 66600
8019, 26, 7750, 24606
8020, 30, 21643, 66733
8021, 91, 299, 17463
8022, 56, 15750, 53526
8023, 1, 12869, 38613
8024, 81, 15773, 60445
8025, 91, 18400, 71766
8026, 91, 3122, 25932
8027, 56, 20797, 68667
8028, 83, 837, 16293
8029, 2, 8354, 25074
8030, 14, 15749, 47643
8031, 37, 21969, 68649
8032, 38, 25048, 78036
8033, 0, 22669, 68011
8034, 82, 9692, 42528
8035, 27, 23643, 72391
8036, 75, 17886, 64912
8037, 9, 20870, 62776
8038, 56, 4908, 21000
8039, 84, 26469, 93523
8040, 4, 10358, 31110
8041, 96, 992, 21412
8042, 35, 15738, 49668
8043, 52, 21553, 70071
8044, 66, 24033, 80815
8045, 11, 23272, 70062
8046, 79, 1891, 18159
8047, 85, 7986, 38412
8048, 49, 29490, 93276
8049, 80, 24922, 87570
8050, 75, 3734, 22456
8051, 46, 864, 6828
8052, 43, 26324, 82674
8053, 40, 15850, 50754
8054, 89, 3157, 25317
8055, 64, 10408, 39420
8056, 0, 12548, 37648
8057, 46, 2700, 12336
8058, 80, 1528, 17388
8059, 60, 17546, 59842
8060, 81, 7251, 34879
8061, 76, 15084, 56808
8062, 85, 19818, 73908
8063, 50, 12921, 43767
8064, 60, 28198, 91798
8065, 22, 29959, 90849
8066, 91, 20906, 79284
8067, 7, 2366, 7200
8068, 6, 24373, 73195
8069, 57, 24975, 81427
8070, 5, 16202, 48660
8071, 53, 2405, 12837
8072, 78, 25615, 89017
8073, 86, 28283, 99645
8074, 60, 28916, 93952
8075, 70, 18383, 64953
8076, 95, 17812, 71490
8077, 65, 8373, 33573
8078, 6, 12256, 36844
8079, 68, 29230, 96942
8080, 97, 2426, 26100
8081, 46, 16538, 53850
8082, 1, 17503, 52515
8083, 43, 11644, 38634
8084, 64, 10953, 41055
8085, 27, 22142, 67888
8086, 5, 22100, 66354
8087, 70, 9653, 38763
8088, 40, 8799, 29601
8089, 15, 501, 1957
8090, 26, 7605, 24171
8091, 86, 14216, 57444
8092, 76, 16237, 60267
8093, 5, 24651, 74007
8094, 0, 25358, 76078
8095, 46, 29914, 93978
8096, 79, 20471, 73899
8097, 63, 25885, 85597
8098, 32, 20478, 63486
8099, 62, 1042, 10818
8100, 86, 6488, 34260
8101, 35, 10942, 35280
8102, 6, 4025, 12151
8103, 79, 3726, 23664
8104, 91, 8379, 41703
8105, 58, 13507, 47253
8106, 78, 16260, 60952
8107, 85, 8509, 39981
8108, 23, 17315, 53007
8109, 80, 16823, 63273
8110, 41, 12092, 39642
8111, 65, 1284, 12306
8112, 62, 8293, 32571
8113, 78, 615, 14017
8114, 58, 29135, 94137
8115, 39, 2377, 10177
8116, 2, 20137, 60423
8117, 32, 24663, 76041
8118, 38, 15809, 50319
8119, 50, 23978, 76938
8120, 4, 26605, 79851
8121, 95, 13916, 59802
8122, 27, 7593, 24241
8123, 82, 18039, 67569
8124, 70, 24577, 83535
8125, 99, 256, 20374
8126, 87, 28850, 101692
8127, 49, 8500, 30306
8128, 98, 11660, 54192
8129, 50, 273, 5823
8130, 2, 15130, 45402
8131, 63, 14616, 51790
8132, 13, 17029, 51429
8133, 52, 27986, 89370
8134, 83, 18102, 68088
8135, 56, 27537, 88887
8136, 45, 21691, 69127
8137, 33, 2504, 9694
8138, 75, 4972, 26170
8139, 35, 7357, 24525
8140, 80, 286, 13662
8141, 62, 20014, 67734
8142, 8, 6071, 18345
8143, 93, 1730, 22492
8144, 39, 2307, 9967
8145, 96, 2402, 25642
8146, 0, 20775, 62329
8147, 30, 6200, 20404
8148, 84, 16564, 63808
8149, 55, 15286, 51912
8150, 72, 9438, 38686
8151, 16, 17609, 53343
8152, 84, 6126, 32494
8153, 33, 1439, 6499
8154, 65, 4116, 20802
8155, 41, 19864, 62958
8156, 85, 15441, 60777
8157, 88, 19786, 74850
8158, 26, 10388, 32520
8159, 1, 1687, 5067
8160, 69, 27940, 93346
8161, 55, 24866, 80652
8162, 8, 27965, 84027
8163, 39, 27183, 84595
8164, 9, 26878, 80800
8165, 94, 10635, 49581
8166, 13, 26243, 79071
8167, 19, 10716, 32874
8168, 19, 13902, 42432
8169, 14, 13658, 41370
8170, 93, 5867, 34903
8171, 6, 13967, 41977
8172, 81, 15315, 59071
8173, 94, 5722, 34842
8174, 76, 15250, 57306
8175, 18, 15162, 46138
8176, 72, 10533, 41971
8177, 96, 3529, 29023
8178, 94, 23718, 88830
8179, 98, 9863, 48801
8180, 50, 12075, 41229
8181, 77, 2265, 18657
8182, 37, 11755, 38007
8183, 32, 3922, 13818
8184, 20, 2210, 7434
8185, 21, 27952, 84742
8186, 35, 16183, 51003
8187, 42, 26922, 84298
8188, 29, 21148, 65130
8189, 48, 13673, 45631
8190, 78, 1991, 18145
8191, 96, 2260, 25216
8192, 28, 13567, 42273
8193, 7, 23952, 71958
8194, 10, 168, 708
8195, 92, 919, 19689
8196, 38, 23298, 72786
8197, 3, 8105, 24337
8198, 18, 12638, 38566
8199, 93, 7601, 40105
8200, 13, 15284, 46194
8201, 89, 42, 15972
8202, 88, 13377, 55623
8203, 69, 10993, 42505
8204, 55, 12916, 44802
8205, 13, 10876, 32970
8206, 32, 11531, 36645
8207, 94, 26395, 96861
8208, 21, 26490, 80356
8209, 99, 7550, 42256
8210, 92, 20108, 77256
8211, 77, 16504, 61374
8212, 29, 2124, 8058
8213, 29, 10242, 32412
8214, 51, 15142, 50632
8215, 46, 12675, 42261
8216, 68, 20554, 70914
8217, 43, 13647, 44643
8218, 22, 13649, 41919
8219, 46, 61, 4419
8220, 20, 24867, 75405
8221, 5, 27037, 81165
8222, 22, 8216, 25620
8223, 77, 3225, 21537
8224, 96, 27485, 100891
8225, 45, 3740, 15274
8226, 21, 20378, 62020
8227, 16, 4385, 13671
8228, 50, 9937, 34815
8229, 2, 20461, 61395
8230, 8, 10634, 32034
8231, 80, 23375, 82929
8232, 44, 6957, 24747
8233, 30, 18343, 56833
8234, 30, 5551, 18457
8235, 9, 245, 901
8236, 48, 14448, 47956
8237, 69, 23251, 79279
8238, 80, 15972, 60720
8239, 21, 25558, 77560
8240, 99, 16242, 68332
8241, 36, 26097, 80887
8242, 63, 8473, 33361
8243, 14, 12874, 39018
8244, 59, 1321, 10929
8245, 59, 14705, 51081
8246, 81, 28369, 98233
8247, 55, 24478, 79488
8248, 37, 17701, 55845
8249, 91, 26170, 95076
8250, 52, 15522, 51978
8251, 31, 3745, 13161
8252, 64, 26149, 86643
8253, 5, 23079, 69291
8254, 54, 1080, 9076
8255, 5, 2905, 8769
8256, 7, 13951, 41955
8257, 61, 19589, 66213
8258, 31, 29779, 91263
8259, 50, 8060, 29184
8260, 15, 6828, 20938
8261, 64, 1382, 12342
8262, 74, 4420, 24216
8263, 38, 14071, 45105
8264, 75, 19193, 68833
8265, 90, 13329, 56191
8266, 45, 9587, 32815
8267, 64, 21610, 73026
8268, 90, 27656, 99172
8269, 68, 14239, 51969
8270, 40, 476, 4632
8271, 17, 21930, 66372
8272, 33, 541, 3805
8273, 91, 24416, 89814
8274, 58, 3726, 17910
8275, 77, 2109, 18189
8276, 70, 29585, 98559
8277, 0, 7524, 22576
8278, 44, 11051, 37029
8279, 6, 3554, 10738
8280, 50, 2115, 11349
8281, 14, 18483, 55845
8282, 43, 24427, 76983
8283, 27, 4359, 14539
8284, 16, 8162, 25002
8285, 7, 14150, 42552
8286, 18, 23448, 70996
8287, 86, 18769, 71103
8288, 83, 1908, 19506
8289, 63, 12171, 44455
8290, 86, 18707, 70917
8291, 54, 20504, 67348
8292, 48, 17618, 57466
8293, 11, 8164, 24738
8294, 57, 27342, 88528
8295, 38, 17639, 55809
8296, 22, 345, 2007
8297, 76, 11688, 46620
8298, 36, 3536, 13204
8299, 53, 16896, 56310
8300, 28, 11130, 34962
8301, 93, 4385, 30457
8302, 85, 18868, 71058
8303, 16, 8406, 25734
8304, 67, 5451, 25335
8305, 33, 16909, 52909
8306, 13, 4394, 13524
8307, 82, 3730, 24642
8308, 69, 8757, 35797
8309, 98, 29725, 108387
8310, 70, 4724, 23976
8311, 95, 28815, 104499
8312, 47, 20340, 65442
8313, 75, 25465, 87649
8314, 58, 26602, 86538
8315, 45, 6366, 23152
8316, 48, 3226, 14290
8317, 55, 28986, 93012
8318, 79, 6263, 31275
8319, 50, 19138, 62418
8320, 92, 25612, 93768
8321, 12, 4078, 12526
8322, 45, 26650, 84004
8323, 1, 3893, 11685
8324, 86, 29571, 103509
8325, 85, 23, 14523
8326, 16, 822, 2982
8327, 37, 22881, 71385
8328, 49, 13452, 45162
8329, 72, 23725, 81547
8330, 27, 14595, 45247
8331, 80, 1528, 17388
8332, 59, 5384, 23118
8333, 81, 616, 14974
8334, 97, 10283, 49671
8335, 37, 27037, 83853
8336, 29, 24493, 75165
8337, 8, 1590, 4902
8338, 12, 25389, 76459
8339, 26, 20872, 63972
8340, 81, 29827, 102607
8341, 19, 7643, 23655
8342, 77, 1773, 17181
8343, 3, 1718, 5176
8344, 85, 20841, 76977
8345, 50, 76, 5232
8346, 78, 24673, 86191
8347, 45, 614, 5896
8348, 81, 27277, 94957
8349, 78, 14403, 55381
8350, 48, 27926, 88390
8351, 4, 21485, 64491
8352, 20, 21239, 64521
8353, 83, 1518, 18336
8354, 53, 11177, 39153
8355, 14, 2323, 7365
8356, 75, 13567, 51955
8357, 41, 7024, 24438
8358, 23, 15439, 47379
8359, 5, 2212, 6690
8360, 41, 6866, 23964
8361, 18, 10591, 32425
8362, 58, 20813, 69171
8363, 65, 1777, 13785
8364, 61, 1777, 12777
8365, 83, 15172, 59298
8366, 86, 28544, 100428
8367, 48, 5180, 20152
8368, 32, 23730, 73242
8369, 86, 25630, 91686
8370, 24, 2471, 8569
8371, 60, 7519, 29761
8372, 16, 6333, 19515
8373, 79, 15070, 57696
8374, 32, 10964, 34944
8375, 60, 25637, 84115
8376, 70, 22928, 78588
8377, 72, 9964, 40264
8378, 33, 4879, 16819
8379, 8, 27103, 81441
8380, 85, 14332, 57450
8381, 19, 1906, 6444
8382, 85, 19379, 72591
8383, 8, 26897, 80823
8384, 37, 28582, 88488
8385, 32, 27084, 83304
8386, 33, 11775, 37507
8387, 69, 10739, 41743
8388, 21, 22407, 68107
8389, 52, 12846, 43950
8390, 38, 918, 5646
8391, 64, 9969, 38103
8392, 61, 10860, 40026
8393, 35, 15358, 48528
8394, 50, 16623, 54873
8395, 45, 299, 4951
8396, 0, 8054, 24166
8397, 34, 27749, 85563
8398, 36, 12790, 40966
8399, 65, 17653, 61413
8400, 35, 21146, 65892
8401, 51, 21506, 69724
8402, 67, 7785, 32337
8403, 16, 2343, 7545
8404, 68, 2035, 15357
8405, 72, 11111, 43705
8406, 51, 24683, 79255
8407, 16, 7566, 23214
8408, 28, 2299, 8469
8409, 52, 8090, 29682
8410, 5, 2613, 7893
8411, 92, 11146, 50370
8412, 18, 13094, 39934
8413, 70, 28310, 94734
8414, 38, 26256, 81660
8415, 39, 20079, 63283
8416, 62, 8280, 32532
8417, 35, 21447, 66795
8418, 64, 18780, 64536
8419, 22, 7700, 24072
8420, 71, 26969, 90993
8421, 8, 17553, 52791
8422, 69, 12301, 46429
8423, 21, 18566, 56584
8424, 57, 6552, 26158
8425, 94, 1946, 23514
8426, 10, 12840, 38724
8427, 39, 1670, 8056
8428, 87, 15573, 61861
8429, 89, 23355, 85911
8430, 49, 16842, 55332
8431, 25, 24583, 75003
8432, 82, 18342, 68478
8433, 33, 3620, 13042
8434, 11, 15394, 46428
8435, 11, 16561, 49929
8436, 77, 20467, 73263
8437, 84, 4021, 26179
8438, 67, 18930, 65772
8439, 31, 23649, 72873
8440, 31, 5498, 18420
8441, 86, 29333, 102795
8442, 25, 4113, 13593
8443, 79, 25510, 89016
8444, 84, 23115, 83461
8445, 11, 2351, 7299
8446, 36, 12268, 39400
8447, 24, 2117, 7507
8448, 63, 2893, 16621
8449, 85, 7199, 36051
8450, 9, 6145, 18601
8451, 14, 20918, 63150
8452, 61, 14519, 51003
8453, 83, 4826, 28260
8454, 41, 9314, 31308
8455, 65, 16805, 58869
8456, 29, 24216, 74334
8457, 15, 5124, 15826
8458, 26, 3896, 13044
8459, 51, 18546, 60844
8460, 19, 2080, 6966
8461, 81, 6151, 31579
8462, 83, 12606, 51600
8463, 11, 2482, 7692
8464, 70, 533, 11403
8465, 86, 2755, 23061
8466, 40, 4674, 17226
8467, 7, 28844, 86634
8468, 69, 2623, 17395
8469, 10, 18440, 55524
8470, 63, 18855, 64507
8471, 87, 5340, 31162
8472, 69, 13755, 50791
8473, 54, 26653, 85795
8474, 74, 12005, 46971
8475, 97, 28275, 103647
8476, 69, 27564, 92218
8477, 35, 23613, 73293
8478, 90, 23047, 85345
8479, 3, 23253, 69781
8480, 97, 5829, 36309
8481, 56, 23317, 76227
8482, 5, 29740, 89274
8483, 4, 28954, 86898
8484, 8, 21473, 64551
8485, 64, 7495, 30681
8486, 61, 22536, 75054
8487, 66, 9869, 38323
8488, 26, 12203, 37965
8489, 2, 27114, 81354
8490, 7, 608, 1926
8491, 1, 17200, 51606
8492, 42, 16166, 52030
8493, 32, 29448, 90396
8494, 73, 21137, 74073
8495, 91, 9782, 45912
8496, 41, 2087, 9627
8497, 9, 543, 1795
8498, 88, 6921, 36255
8499, 90, 23176, 85732
8500, 54, 14806, 50254
8501, 34, 29856, 91884
8502, 39, 460, 4426
8503, 14, 1553, 5055
8504, 16, 13616, 41364
8505, 84, 2163, 20605
8506, 82, 12528, 51036
8507, 88, 26674, 95514
8508, 47, 25992, 82398
8509, 52, 833, 7911
8510, 96, 22306, 85354
8511, 72, 19038, 67486
8512, 63, 26881, 88585
8513, 43, 26856, 84270
8514, 18, 751, 2905
8515, 64, 26750, 88446
8516, 79, 2325, 19461
8517, 96, 9242, 46162
8518, 53, 3388, 15786
8519, 14, 19327, 58377
8520, 47, 786, 6780
8521, 12, 9919, 30049
8522, 72, 175, 10897
8523, 58, 13055, 45897
8524, 22, 8344, 26004
8525, 73, 1870, 16272
8526, 39, 14339, 46063
8527, 18, 22996, 69640
8528, 57, 8220, 31162
8529, 50, 27768, 88308
8530, 41, 4280, 16206
8531, 60, 2693, 15283
8532, 23, 28008, 85086
8533, 85, 142, 14880
8534, 43, 21664, 68694
8535, 59, 975, 9891
8536, 63, 10776, 40270
8537, 57, 7126, 27880
8538, 63, 8307, 32863
8539, 50, 11553, 39663
8540, 73, 1567, 15363
8541, 24, 825, 3631
8542, 98, 22908, 87936
8543, 72, 6944, 31204
8544, 49, 26688, 84870
8545, 83, 24024, 85854
8546, 55, 2282, 12900
8547, 86, 25636, 91704
8548, 58, 26261, 85515
8549, 29, 10131, 32079
8550, 94, 17984, 71628
8551, 48, 17593, 57391
8552, 72, 3852, 21928
8553, 80, 12992, 51780
8554, 61, 5109, 22773
8555, 77, 5152, 27318
8556, 2, 2740, 8232
8557, 60, 1194, 10786
8558, 86, 13268, 54600
8559, 90, 2251, 22957
8560, 29, 20532, 63282
8561, 45, 527, 5635
8562, 2, 28045, 84147
8563, 95, 19684, 77106
8564, 20, 18533, 56403
8565, 45, 27553, 86713
8566, 76, 25699, 88653
8567, 86, 25286, 90654
8568, 82, 27316, 95400
8569, 68, 10885, 41907
8570, 16, 18348, 55560
8571, 26, 22914, 70098
8572, 83, 19377, 71913
8573, 27, 27864, 85054
8574, 61, 21333, 71445
8575, 29, 20828, 64170
8576, 23, 15042, 46188
8577, 37, 4645, 16677
8578, 44, 8283, 28725
8579, 11, 20556, 61914
8580, 45, 15008, 49078
8581, 41, 26608, 83190
8582, 74, 17746, 64194
8583, 57, 26237, 85213
8584, 33, 18904, 58894
8585, 62, 13870, 49302
8586, 98, 18146, 73650
8587, 94, 8913, 44415
8588, 15, 1564, 5146
8589, 61, 7115, 28791
8590, 0, 22597, 67795
8591, 93, 22363, 84391
8592, 86, 24240, 87516
8593, 11, 15139, 45663
8594, 87, 27594, 97924
8595, 65, 11748, 43698
8596, 69, 14606, 53344
8597, 80, 13961, 54687
8598, 21, 4950, 15736
8599, 44, 3175, 13401
8600, 65, 3394, 18636
8601, 30, 1939, 7621
8602, 90, 12509, 53731
8603, 12, 18836, 56800
8604, 34, 29822, 91782
8605, 55, 25995, 84039
8606, 28, 445, 2907
8607, 89, 12625, 53721
8608, 73, 18119, 65019
8609, 14, 7696, 23484
8610, 93, 14628, 61186
8611, 30, 22836, 70312
8612, 93, 4982, 32248
8613, 19, 25971, 78639
8614, 67, 3253, 18741
8615, 43, 17674, 56724
8616, 15, 27065, 81649
8617, 62, 6474, 27114
8618, 55, 14567, 49755
8619, 61, 23380, 77586
8620, 71, 28943, 96915
8621, 61, 4641, 21369
8622, 19, 613, 2565
8623, 30, 10693, 33883
8624, 38, 20943, 65721
8625, 15, 20468, 61858
8626, 1, 1455, 4371
8627, 17, 1173, 4101
8628, 15, 28066, 84652
8629, 38, 390, 4062
8630, 78, 951, 15025
8631, 59, 13552, 47622
8632, 85, 26628, 94338
8633, 73, 6861, 31245
8634, 11, 9798, 29640
8635, 21, 6552, 20542
8636, 28, 2455, 8937
8637, 86, 23956, 86664
8638, 63, 13957, 49813
8639, 8, 16191, 48705
8640, 0, 12944, 38836
8641, 5, 22999, 69051
8642, 99, 25268, 95410
8643, 83, 27422, 96048
8644, 0, 16216, 48652
8645, 72, 24667, 84373
8646, 32, 24230, 74742
8647, 0, 13473, 40423
8648, 13, 25836, 77850
8649, 33, 1107, 5503
8650, 21, 21570, 65596
8651, 83, 1208, 17406
8652, 36, 2622, 10462
8653, 63, 700, 10042
8654, 31, 9220, 29586
8655, 18, 9287, 28513
8656, 79, 28626, 98364
8657, 5, 14530, 43644
8658, 59, 74, 7188
8659, 51, 15559, 51883
8660, 81, 21601, 77929
8661, 49, 3176, 14334
8662, 95, 6088, 36318
8663, 81, 20644, 75058
8664, 65, 4409, 21681
8665, 75, 19685, 70309
8666, 97, 12837, 57333
8667, 12, 9676, 29320
8668, 91, 10443, 47895
8669, 47, 1329, 8409
8670, 42, 17499, 56029
8671, 96, 16230, 67126
8672, 91, 25692, 93642
8673, 87, 23996, 87130
8674, 69, 539, 11143
8675, 26, 12873, 39975
8676, 53, 19589, 64389
8677, 54, 22760, 74116
8678, 78, 15719, 59329
8679, 63, 18816, 64390
8680, 11, 29107, 87567
8681, 82, 24458, 86826
8682, 35, 17205, 54069
8683, 79, 1437, 16797
8684, 21, 1191, 4459
8685, 19, 7532, 23322
8686, 70, 12243, 46533
8687, 23, 11043, 34191
8688, 20, 16119, 49161
8689, 82, 11726, 48630
8690, 65, 13677, 49485
8691, 83, 17195, 65367
8692, 43, 7051, 24855
8693, 63, 6112, 26278
8694, 41, 29129, 90753
8695, 42, 5056, 18700
8696, 13, 24353, 73401
8697, 99, 6986, 40564
8698, 79, 7868, 36090
8699, 65, 2674, 16476
8700, 91, 28874, 103188
8701, 82, 19621, 72315
8702, 98, 4786, 33570
8703, 15, 13831, 41947
8704, 83, 619, 15639
8705, 14, 511, 1929
8706, 31, 4393, 15105
8707, 4, 6901, 20739
8708, 49, 2365, 11901
8709, 39, 3930, 14836
8710, 28, 27446, 83910
8711, 89, 22505, 83361
8712, 73, 1613, 15501
8713, 61, 21293, 71325
8714, 53, 28672, 91638
8715, 53, 6724, 25794
8716, 59, 7932, 30762
8717, 65, 4834, 22956
8718, 94, 11584, 52428
8719, 31, 25241, 77649
8720, 58, 1408, 10956
8721, 64, 10071, 38409
8722, 3, 2711, 8155
8723, 78, 6448, 31516
8724, 30, 12641, 39727
8725, 43, 1069, 6909
8726, 63, 29688, 97006
8727, 52, 29317, 93363
8728, 86, 26621, 94659
8729, 25, 20028, 61338
8730, 70, 282, 10650
8731, 40, 9162, 30690
8732, 18, 5381, 16795
8733, 52, 25645, 82347
8734, 74, 21447, 75297
8735, 72, 26465, 89767
8736, 94, 29437, 105987
8737, 0, 24286, 72862
8738, 61, 2703, 15555
8739, 71, 20835, 72591
8740, 9, 960, 3046
8741, 18, 1010, 3682
8742, 90, 27222, 97870
8743, 16, 29723, 89685
8744, 16, 22778, 68850
8745, 43, 18302, 58608
8746, 16, 1249, 4263
8747, 57, 21644, 71434
8748, 92, 11436, 51240
8749, 86, 10381, 45939
8750, 38, 28301, 87795
8751, 78, 12007, 48193
8752, 35, 18860, 59034
8753, 17, 23965, 72477
8754, 42, 20169, 64039
8755, 19, 2838, 9240
8756, 12, 17442, 52618
8757, 37, 20768, 65046
8758, 29, 16535, 51291
8759, 77, 8500, 37362
8760, 91, 524, 18138
8761, 50, 28156, 89472
8762, 0, 783, 2353
8763, 50, 3602, 15810
8764, 42, 5050, 18682
8765, 0, 15371, 46117
8766, 66, 1195, 12301
8767, 95, 22452, 85410
8768, 94, 23635, 88581
8769, 0, 19611, 58837
8770, 88, 2188, 22056
8771, 69, 16849, 60073
8772, 98, 2639, 27129
8773, 95, 447, 19395
8774, 56, 2004, 12288
8775, 66, 29271, 96529
8776, 70, 24570, 83514
8777, 46, 25788, 81600
8778, 11, 27674, 83268
8779, 64, 26085, 86451
8780, 54, 19448, 64180
8781, 17, 28333, 85581
8782, 22, 1529, 5559
8783, 46, 13391, 44409
8784, 13, 20923, 63111
8785, 25, 18656, 57222
8786, 33, 23729, 73369
8787, 38, 9501, 31395
8788, 87, 16910, 65872
8789, 77, 2615, 19707
8790, 55, 14821, 50517
8791, 96, 5132, 33832
8792, 84, 17294, 65998
8793, 84, 17096, 65404
8794, 19, 20299, 61623
8795, 57, 9612, 35338
8796, 86, 11051, 47949
8797, 86, 1149, 18243
8798, 19, 14127, 43107
8799, 93, 19264, 75094
8800, 2, 9388, 28176
8801, 90, 25461, 92587
8802, 87, 17648, 68086
8803, 22, 6273, 19791
8804, 35, 11048, 35598
8805, 95, 26769, 98361
8806, 66, 9602, 37522
8807, 46, 26332, 83232
8808, 54, 20878, 68470
8809, 44, 4904, 18588
8810, 78, 20458, 73546
8811, 25, 19087, 58515
8812, 56, 23326, 76254
8813, 78, 13699, 53269
8814, 51, 17861, 58789
8815, 5, 22288, 66918
8816, 36, 9198, 30190
8817, 54, 8545, 31471
8818, 12, 9153, 27751
8819, 52, 13190, 44982
8820, 94, 22886, 86334
8821, 80, 9332, 40800
8822, 74, 546, 12594
8823, 41, 2589, 11133
8824, 5, 707, 2175
8825, 25, 21730, 66444
8826, 90, 9535, 44809
8827, 71, 1655, 15051
8828, 54, 22936, 74644
8829, 90, 11718, 51358
8830, 95, 2258, 24828
8831, 25, 17990, 55224
8832, 22, 29256, 88740
8833, 63, 1660, 12922
8834, 50, 1340, 9024
8835, 4, 16818, 50490
8836, 53, 13454, 45984
8837, 57, 6424, 25774
8838, 81, 9742, 42352
8839, 77, 9705, 40977
8840, 29, 9205, 29301
8841, 56, 1488, 10740
8842, 73, 6801, 31065
8843, 76, 16074, 59778
8844, 63, 816, 10390
8845, 6, 3406, 10294
8846, 12, 16432, 49588
8847, 38, 15210, 48522
8848, 66, 1667, 13717
8849, 22, 24415, 74217
8850, 63, 24120, 80302
8851, 60, 17040, 58324
8852, 94, 824, 20148
